제목,날짜,기자명,본문
"광양제철소middot;영산강유역환경청, 지역 中企와 대기질 개선 협력",2025-06-28 15:34:36,미상,"최종편집 2025년 06월 28일 15시 04분 광양제철소·영산강유역환경청, 지역 中企와 대기질 개선 협력 협력업체 오염방지시설 교체 비용 등 지원 광양제철소(소장 고재윤)가 영산강유역환경청, 광양시와 함께 환경부에서 공모하는 '대·중소기업 지역대기질 개선 상생협력 시범사업'에 참여한다. 28일 광양제철소에 따르면 이번 시범사업은 광양만권 대기환경 개선을 위해 정부·지자체·대기업 및 중소기업이 협력해 중소기업 노후 대기오염방지시설 교체 등 비용을 지원하는 사업이다. 광양제철소, 영산강유역환경청, 광양시와 광양제철소 협력업체 4개사(신진기업, 부국산업, 엠알씨, 진평)가 함께한다. 이번 시범사업은 대기업과 중소기업이 협력하여 지역대기질 개선에 기여하는 새로운 환경분야 상생 모델을 구축하는 것을 목표로 한다. 총 8억 4600만원으로 진행되는 이번 사업은 광양제철소 출연기금 4억 2300만원, 환경부 1억 7000만원, 광양시 1억 7000만원, 중소기업 8500만원을 투입한다. 오는 12월까지 진행되는 이번 시범사업으로 중소기업의 대기질 개선을 위한 재정 부담을 줄이면서 환경 문제 해결을 위해 지역 대기업과 중소기업 및 지역사회가 함께 상생 협력하는 선례를 만들 것으로 기대된다. 시범사업에 참여한 중소기업은 오염방지시설 설치 자부담에 대한 저금리 융자 매칭도 지원된다. 앞서, 광양제철소는 영산강유역환경청과 함께 광양만권 대기환경 개선을 위한 시범사업 참여에 지속적으로 협의해왔으며, 광양제철소가 노후 대기방지시설 교체 등 시설개선이 필요한 협력업체를 자체 파악하여 최종적으로 4개사와 협력하기로 했다. 김영우 영산강유역환경청장은 ""그간 산업단지 대기질 개선을 위해 통합허가, 대기총량규제 등으로 많이 개선되었지만 주민 눈높이에는 미흡한 실정이다""며 ""이번 시범사업은 대기업의 환경관리 노하우 및 대기방지시설 교체 지원으로, 기업 간 상생과 자발적 환경개선을 동시에 이끌어내는 모범사례가 될 것""이라고 밝혔다. zzartsosa@hanmail.net 프레시안협동조합 | 사업자번호 101-81-69524 | 대표 전홍기혜 제호: 프레시안 | 신문사업·인터넷신문사업 등록번호 서울아00083 | 창간 2001.9.24 | 등록 2005.10.12 | 발행인·편집인 전홍기혜 | 청소년보호책임자 김봉규 (04043) 서울시 마포구 서교동 395-73 BK빌딩 101호(양화로 10길 49 BK빌딩 101호) | 02-722-8494 | FAX 02-6008-8400 Copyrightⓒ Pressian Coop. All rights reserved."
"구례 산동면 주민들, 정부에 지리산 온천관광단지 활성화 대책 호소",2025-06-28 15:34:37,미상,"최종편집 2025년 06월 28일 15시 04분 구례 산동면 주민들, 정부에 지리산 온천관광단지 활성화 대책 호소 케이블카·골프장 등 새로운 관광 인프라 조성 촉구 전남 구례군 산동면 주민들이 지리산 온천관광단지의 침체와 지역경제 위기 극복을 위한 정부의 실질적인 대책 마련을 호소하고 나섰다. 28일 구례군 산동면 케이블카 설치 추진위원회 등에 따르면 전날 산동면민 300여명이 산동오일시장에 모여 환경부와 관계기관에 지역경제 회생을 촉구하는 결의문을 발표했다. 이들은 ""15년 전 제정된 국립공원 정책이 현재 지역 현실과 관광 수요, 교통약자 접근성 문제를 반영하지 못한다""고 지적하며 ""환경부가 획일적 규제에서 벗어나 지역 특성과 주민 의견을 반영하는 유연한 정책으로 신속히 전환할 것""을 요구했다. 또 ""국립공원 정책과 케이블카 등 주요 사업 결정 과정에 지자체와 주민 대표가 반드시 참여하도록 보장해 현장의 목소리가 충분히 반영되어야 한다""고 주장했다. 그러면서 ""지리산 온천관광단지의 몰락은 산동면민의 생존권과 직결된 문제""라며 ""새로운 관광 인프라 조성과 접근성 개선을 통해 일자리 창출과 지역경제 활성화를 위한 실질적이고 효과적인 정책과 지원""을 요구했다. 한편, 구례군은 산동면 온천관광단지 활성화를 위해 27홀 규모 골프장 조성, 케이블카 설치 추진, 나들이 워터파크 시범 운영 등 다양한 관광 인프라 확충 사업을 진행 중이나, 민간 투자 부진과 환경부의 규제로 사업 추진에 어려움을 겪고 있다. 특히 케이블카 설치 신청은 환경부의 여러 차례 반려로 무산됐으며, 온천관광단지 조성률도 40%에 미치지 못하는 상황이다. zzartsosa@hanmail.net 프레시안협동조합 | 사업자번호 101-81-69524 | 대표 전홍기혜 제호: 프레시안 | 신문사업·인터넷신문사업 등록번호 서울아00083 | 창간 2001.9.24 | 등록 2005.10.12 | 발행인·편집인 전홍기혜 | 청소년보호책임자 김봉규 (04043) 서울시 마포구 서교동 395-73 BK빌딩 101호(양화로 10길 49 BK빌딩 101호) | 02-722-8494 | FAX 02-6008-8400 Copyrightⓒ Pressian Coop. All rights reserved."
"페루, 여수섬박람회 참가hellip;주한 페루대사 참가의향서 서명",2025-06-28 15:34:38,미상,"최종편집 2025년 06월 28일 15시 04분 페루, 여수섬박람회 참가…주한 페루대사 참가의향서 서명 (재)여수세계섬박람회조직위원회는 파울 페르난도 두클로스 파로디 주한 페루대사가 2026여수섬박람회 참가의향서에 서명했다고 28일 밝혔다. 페루는 3000㎞에 달하는 긴 태평양 해안선을 보유한 나라로, '작은 갈라파고스' 라고 불리는 바예스타 섬, 티티카카 호수의 우로스 섬 등 섬 문화와 해양 생태의 보고로 평가받고 있다. 이번 참가 결정을 통해 페루는 자국의 풍부한 섬 자원과 문화를 세계에 소개할 계획이며 국가의 날 행사로 운영되는 '페루의 날'에 페루 전통 음악 공연단과 함께 참여할 예정이다. 파울 페르난도 두클로스 파로디 주한 페루대사는 ""2026여수세계섬박람회는 섬의 지속가능한 발전과 해양 생태계 보존이라는 중요한 의제를 논의하는 글로벌 플랫폼""이라며 ""섬박람회를 통해 페루가 해양 국가로서의 정체성과 섬 자원의 다양성을 국제사회와 공유하게 되어 매우 기쁘게 생각한다""고 밝혔다. 김종기 2026여수세계섬박람회 조직위 사무총장은 ""페루의 참가 결정은 중남미 국가들의 참가 가능성을 넓히는 계기가 될 것""이라며 ""앞으로도 아메리카 대륙뿐만 아니라 오세아니아, 아프리카 등 대륙별로 다양한 국가의 참여를 적극 유도해 나가겠다""고 환영했다. 한편 조직위는 페루를 포함해 필리핀, 팔라우, 일본, 베트남 5개국의 참가를 확정했으며, 중국, 말레이시아, 세네갈, 동티모르, 스리랑카 등 14개국과 참가를 협의 중이다. zzartsosa@hanmail.net 프레시안협동조합 | 사업자번호 101-81-69524 | 대표 전홍기혜 제호: 프레시안 | 신문사업·인터넷신문사업 등록번호 서울아00083 | 창간 2001.9.24 | 등록 2005.10.12 | 발행인·편집인 전홍기혜 | 청소년보호책임자 김봉규 (04043) 서울시 마포구 서교동 395-73 BK빌딩 101호(양화로 10길 49 BK빌딩 101호) | 02-722-8494 | FAX 02-6008-8400 Copyrightⓒ Pressian Coop. All rights reserved."
이성윤 quot;법이 얼마나 엄중한지 뜨거운 맛 보여줘야quot;,2025-06-28 15:34:40,미상,"최종편집 2025년 06월 28일 15시 04분 이성윤 ""법이 얼마나 엄중한지 뜨거운 맛 보여줘야"" ""국민들은 윤 전대통령이 특검에 나오는 상황 똑똑히 지켜 볼 것"" 더불어민주당 이성윤 의원은 28일, 윤 전 대통령 측의 서울 고검 지하주차장 비공개 출입 요구에 대해 ""실로 오만하기 짝이 없는 특혜 요구""라며 ""당장 구속해야 한다""고 촉구했다. 이성윤 의원은 27일 자신의 페이스북에서 이같은 주장하고 ""'윤석열'은 그동안 경찰,특검, 공수처에 8차례나 출석하지 않았다고 하는데 이런 자에게 '출석할 의사'가 있다는 이유로 법원이 체포영장을 기각한 것은 일반 국민에게는 어디 가당키나 한 소리냐?""며 울분을 터트렸다. 또 ""더 가관인 건, 그 후 '윤석열'의 태도""라면서 ""내란특검이 다시 6월 28일 출석을 요구하자, 이번에는 지하주차장 비공개 출입을 요구했고 그렇지 않으면 출석 요구를 받아들일 수 없다'라고했다""며 ""실로 오만하기 짝이 없는 특혜요구""라고 강하게 비판했다. 이 의원은 ""노태우, 이명박, 박근혜 전 대통령들도 모두 지상으로 공개출석했다""고 지적하면서 ""하물며, 윤석열은 공동체를 파괴한 내란죄를 저지른, 그것도 내란우두머리인데 이런 중대하고 위험한 자가 법을 우롱하 듯 국민을 분통 터지게 만들고 있다""고 분을 삭였다. 이어 ""누구나 법 앞에 평등하다""고 강조하면서 ""6월 28일 윤석열이 출석하지 않으면, 특검은 즉각 구속영장을 청구하고 법원은 구속영장을 발부해야 한다""면서 ""일시적 '체포'가 아니라, 영구격리를 위해 당장 '구속'을 해야 할 판""이라고 촉구했다. 이 의원은 특히 ""법 위에서 온갖 특혜(예외)를 주장하는 내란우두머리에게 법이 얼마나 엄중한지 뜨거운 맛을 보여줘야 할 때""라고 강조하면서 ""국민들은 28일 윤석열이 특검에 나오는 상황을 똑똑히 지켜볼 것""이라고 강조했다. 한편 내란 사건을 수사하는 조은석 특별검사팀은 28일 윤석열 전 대통령 소환 조사를 앞두고 '현관 출입' 원칙을 재차 강조하며 지하로 가는 통로는 모두 차단하겠다고 밝힌 바 있다. 박지영 특검보는 또 ""현관으로 출입하지 않고 지하주차장 앞에서 대기하는 것은 출석으로 보지 않을 예정""이라고도 강조했다 프레시안협동조합 | 사업자번호 101-81-69524 | 대표 전홍기혜 제호: 프레시안 | 신문사업·인터넷신문사업 등록번호 서울아00083 | 창간 2001.9.24 | 등록 2005.10.12 | 발행인·편집인 전홍기혜 | 청소년보호책임자 김봉규 (04043) 서울시 마포구 서교동 395-73 BK빌딩 101호(양화로 10길 49 BK빌딩 101호) | 02-722-8494 | FAX 02-6008-8400 Copyrightⓒ Pressian Coop. All rights reserved."
'극우 세력'의 확장을 막는 방법hellip;'자유민주주의'와 '건국절'을 허하라,2025-06-28 15:34:41,미상,"최종편집 2025년 06월 28일 15시 04분 '극우 세력'의 확장을 막는 방법…'자유민주주의'와 '건국절'을 허하라 이번 대선 과정에서 별로 주목받지 않은 부분이 있었다. 이재명 대통령은 지난 5월 14일 부산 유세에서 ""(국민의힘은) 헌정질서와 자유민주적 기본 질서를 모두 파괴한 정당""이라고 말한다. 이재명이 ""자유민주적""을 언급한 부분이 흥미로웠다. 이재명 후보 공동선대위원장이자 국민대통합위원장인 이석연 전 법제처장은 공개석상에서 '""자유민주주의와 시장경제를 토대로 한 자유와 평등이 조화되는 실용주의적 정책으로 나가야만 국민 통합이 다가올 수 있다""고 말했다. 아무도 문제 삼지 않았다. 아니 문제 삼을 이유도 없다. 자유민주주의와 그 발화자는 자연스럽게 어울렸다. 요컨대 이재명은 윤석열과 윤석열 내란을 옹호하는 세력들이 오염시켜온 말 하나를 슬쩍 훔쳐낸 거였다. 여기에서 야금야금 영토를 넓혀가는 극우 세력 확장 문제를 우리가 어떻게 다뤄야 할지 힌트가 살짝 엿보인다. 옥스퍼드 영어사전에서 자유민주정(주의)는 이렇게 규정된다. ""민주적 정부 구조로서 개인의 권리와 자유가 공식적으로 인정되고 보호되며, 정치적 권력 작용이 법의 지배에 의해 제한되는 것"" 자유민주주의가 한국 사회에서 논란이 된 것은 이 말이 사용된 맥락 때문이다. 극우 세력의 '자유민주주의'는 탄생부터 대항 개념이었다. 적을 설정하고 그들을 박멸하기 위한 것으로, '공산주의', '인민민주주의'의 대체 개념으로 수용됐다. 반독재 투쟁을 '빨갱이'로 몰고자 사용된 기만적인 언어기 때문에 그들이 읊어대는 '자유민주주의'에는 전체주의의 그림자가 어른거렸다. 그래서 진보진영에선 '자유민주주의'라는 말이 오염됐다고 봤다. 그럴수록 '자유민주주의'는 극우 세력의 전가의 보도가 됐다. 자유민주주의는 아무도 부정할 수 없는 '절대 선'으로 설정하고 '그 외 모든 세력'은 박멸해야 할 것들로 봤다. 자유민주주의를 민주주의로 고쳐 쓰는 것은 북한의 계략이고, 대한민국 역사를 부정하는 것이라며 '절대 악'의 이미지를 씌웠다. 민주화 세력 탄압에 쓰였던 이 말은 세월이 흘러 극우 세력의 정치 투쟁 소재로 자리잡는다. 그들은 오늘도 열심히 '반 대한민국 세력'이라는 허수아비를 세워놓고 매질을 하고 있다. 이 허수아비 때리기는 곧잘 통했고, 청년 극우 세력의 자양분이 되어 '민주당은 공산당', '문재인은 간첩'과 같은 허무맹랑한 사상 체계 밖의 세상을 통으로 부정한다. '언어의 소유권'에 대해 꽤 관심을 가져왔다. 이를테면 우리는 '자유민주주의'라는 말을 두고 얼마나 싸웠던가. 역사 교과서에 '자유민주주의' 표현을 쓰는 것에 대한 논란은 꽤 오래됐는데, 지난해 윤석열 정부 하에서는 교과서 9종 모두에 '자유민주주의'가 명기됐다. 극우 세력은 이를 '좌파에 한방 먹인 자유민주주의의 위대한 승리'로 여기는 것 같았다. 극우 세력은 '자유민주주의'를 무기로 사상전에 나섰다. 리박스쿨의 강령이라 봐도 손색이 없는 '언론 자유 없이 자유민주주의 없다'는 제목의 2018년도 문건은 이른바 '우파 사상 개발..."
尹 옹호하던 신평 quot;역시 이재명이구나! 찬탄을 금할 수 없다quot;,2025-06-28 15:34:42,미상,"최종편집 2025년 06월 28일 15시 04분 尹 옹호하던 신평 ""역시 이재명이구나! 찬탄을 금할 수 없다"" 한때 윤석열 전 대통령의 '멘토'로 불리며 윤 전 대통령을 적극 옹호해왔던 신평 변호사가 이재명 대통령의 로스쿨 관련 발언에 대해 ""역시 이재명이구나! 하고 찬탄을 금할 수 없었다""고 말했다. 신 변호사는 27일 자신의 페이스북에 글을 올리고 ""지난 몇 년간 나는 이재명 대통령의 반대편에 서있었지만, 이번 로스쿨 관련 발언을 보며 '역시 이재명이구나!'하고 찬탄을 금할 수 없었다""며 ""그리고 나와 함께 전국의 수많은 국민들이 이번 일을 계기로 하여 이제야말로 사회적 공정이 구체적으로 실현되어 나가기를 희구하며, 타는 목마름을 참으며 이 대통령을 간절히 쳐다보고 있다는 사실을 그가 알아주었으면 한다""고 말했다. 이 대통령은 앞서 지난 25일 광주에서 열린 타운홀 미팅 행사에서 '사법시험을 부활시켜 달라'고 요구한 한 시민에게 """"실력이 되면 로스쿨을 안 나와도 변호사 자격을 검증해서 줄 수도 있다는 생각을 한다""며 ""법조인 양성 루트가 좀 문제가 있는 것 같다. 음서제가 되는 것 아니냐, 과거제 아니고. 그런 걱정을 잠깐 했다""고 말하며 관련 사안을 검토하라고 지시한 바 있다. 신 변호사는 '사법시험 부활 검토에 관하여'라는 제목의 글을 통해 이같은 이 대통령의 발언을 소개하며 ""이로써 다시 한번 ‘사법시험 부활’에 관한 사회적 논의의 불이 지펴지게 되었다""고 했다. 신 변호사는 ""이 대통령의 성장배경을 돌이켜보면, 그가 우리 사회의 (좌와 우를 막론한) 기득권자들의 자식에게 극히 유리한 구도로 만들어진 로스쿨 제도에 의문을 품는 것은 당연하다. 이와 관련한 일화 하나를 소개한다""며 2017년 5월 한 청년이 양화대교 위에 올라가 사법시험 부활을 주장했던 일을 언급했다. 신 변호사는 ""이 소식을 접한 나는 급히 당시 이재명 경기지사에게 문자를 남겼다. 어떻든 한 사람의 고귀한 생명은 살려야 한다며, 로스쿨 제도에 비판적이던 이 지사가 나서서 그 청년을 내려오도록 설득하면 가능할 것이라고 하는 내용이었다. 한참 뒤 저녁 무렵이 되어 이 지사의 전화가 왔다. 여러 회의에 연이어 참석하느라 문자를 보지 못했는데, 이제 바로 양화대교 쪽으로 출발하겠다고 했다. 그런데 마침 바로 조금 전 그 청년이 다리에서 내려왔다. 이를 전하며, 그러나 이 지사의 사회적 정의감, 생명존중을 향한 열의에 깊은 사의를 표했다""고 말했다. 신 변호사는 ""지금까지 주로 사회 정의적 차원에서 한국 로스쿨의 합당성 여부에 관한 논의가 명맥을 이어왔다. 그러나 이와 함께, 어쩌면 더욱 중요한 결함을 간과해서는 안 된다. 로스쿨 제도로 인해 법철학, 국제법 같은 기초법 분야가 궤멸의 상태에 처해있고, 일반 다른 법 분야도 얄팍한 수험법학 수준으로 떨어지며 총체적으로 ‘법학 전체의 붕괴 위기’가 조성되었다는 점이다. 이는 국가경쟁력의 심각한 약화로 직결된다""고 주장했다. 신 변호사는 ""우선 급한 대로, 철저하게 로스쿨 교수들의 편익에 맞게 설계된 한국의 로스쿨을 고쳐야..."
"김종인 quot;대다수가 영남 의원인 국힘, 내년 지자체선거도 굉장히 암울할 것quot;",2025-06-28 15:34:43,미상,"최종편집 2025년 06월 28일 15시 04분 김종인 ""대다수가 영남 의원인 국힘, 내년 지자체선거도 굉장히 암울할 것"" 김종인 전 국민의힘 비대위원장이 국민의힘을 두고 ""요즘 하는 거 보면 변화가 힘들 것 같은 생각이 든다""고 경고했다. 김 전 위원장은 27일 YTN라디오에 출연해 ""국민의힘이 지금 상황에서 별로 그렇게 획기적인 변화를 가져오지 못하면 내년 지자체선거가 굉장히 암울할 것""이라며 이 같이 말했다. 그는 ""늘 얘기를 하지만 지금 국민의힘이 살아날 수 있는 방법이라는 것은 지난 4월 4일 이전까지의 상황을 완전히 잊어버리고 새로운 모습으로 국민과의 대화를 적극적으로 해 나가야만 당이 다시 소생할 수 있는 가능성이 생긴다""며 ""그것을 준비를 하지 못할 것 같으면 내가 보기에 내년 지선은 그렇게 전망이 밝지 않을 것""이라고 전망했다. 그는 한동훈 전 대표의 당대표 출마에 대해서도 ""한동훈 대표가 어떤 결심을 하는지 모르겠지만, 지금 국민의힘의 구조상으로 대표가 된들 과연 국민의힘을 내년 지자체선거까지 근본적으로 혁신할 수 있는 어떤 방안이 있느냐 하는 것이 가장 중요한 과제""라며 ""그러한 방안이 구체적으로 준비가 돼 있지 않을 것 같으면 내가 보기에는 성취하기가 힘들 거라고 본다""고 평가했다. 그는 그 이유를 두고 ""친윤이라고 하는 그 자체가 문제가 된 게 아니라 국민의힘의 구성을 보면 주로 거기에 의원들의 대다수가 영남 출신들""이라며 ""영남 출신 의원들이라고 하는 것은 사실 당 자체가 어떻게 되느냐에 대해서는 별로 관심이 없다""고 설명했다. 그러면서 그는 ""자기네들은 하여튼 공천만 받으면 항상 될 수 있는 지역이라고 생각하기 때문에 그래서 사실은 국민의힘의 당의 변화를 가져오기가 굉장히 어려운 것""이라고 주장했다. 그는 개혁신당과 국민의힘 합당을 두고는 ""언젠가는 할 거라고 보지 않는다""며 ""5년 후 대통령 선거를 갖다가 두고서 아마 어떻게 되는지 그때 가서 가봐야 알겠지만, 그전까지는 합당은 쉽지가 않을 것""이라고 전망했다. 2009년 프레시안에 입사한 이후, 사람에 관심을 두고 여러 기사를 썼다. 2012년에는 제1회 온라인저널리즘 '탐사 기획보도 부문' 최우수상을, 2015년에는 한국기자협회에서 '이달의 기자상'을 받기도 했다. 현재는 기획팀에서 일하고 있다. 프레시안협동조합 | 사업자번호 101-81-69524 | 대표 전홍기혜 제호: 프레시안 | 신문사업·인터넷신문사업 등록번호 서울아00083 | 창간 2001.9.24 | 등록 2005.10.12 | 발행인·편집인 전홍기혜 | 청소년보호책임자 김봉규 (04043) 서울시 마포구 서교동 395-73 BK빌딩 101호(양화로 10길 49 BK빌딩 101호) | 02-722-8494 | FAX 02-6008-8400 Copyrightⓒ Pressian Coop. All rights reserved."
"경북체육회 남자컬링팀, 4년 만에 국가대표 복귀hellip;올림픽 예선 출전 쾌거",2025-06-28 15:34:45,미상,"최종편집 2025년 06월 28일 15시 04분 경북체육회 남자컬링팀, 4년 만에 국가대표 복귀…올림픽 예선 출전 쾌거 ‘2025 KB금융 한국컬링선수권대회’서 우승 경상북도 남자컬링팀이 전국 대회에서우승을 차지해 4년 만에 국가대표로 복귀하는 쾌거를 올렸다. 경북도 남자컬링팀은 27일 경기도 의정부컬링장에서 열린 ‘2025 KB금융 한국컬링선수권대회’ 결승전에서 서울시청을 11-5로 꺾고 우승을 차지했다. 이번 대회는 예선부터 치열한 접전이 이어졌으며, 특히 서울시청과의 세 차례에 걸친 맞대결에서 마지막 결승전의 압도적 승리로 예선전 패배의 설욕에도 성공했다. 경북체육회는 예선 라운드로빈에서 7승 1패로 조 1위를 기록했지만, 유일한 패배는 서울시청전이었다. 이어 페이지게임에서도 서울시청에 6-7로 석패해 결승 직행에 실패했지만, 준결승에서 의성군청을 8-6으로 제압하며 결승에 진출했다. 서울시청과의 결승은 세 번째 격돌로 경북팀은 경기 초반부터 주도권을 잡고 흔들림 없는 전략 운영으로 11-5 대승을 거두며 마침내 우승컵을 들어올렸다. 이로써 경북체육회 남자컬링팀은 오는 12월 캐나다에서 열리는 ‘2026 밀라노·코르티나 동계올림픽 예선전(OQE)’에 대한민국 대표로 출전하게 된다. 스킵 김수혁은 “한 시즌 동안 정말 많이 준비했고, 노력의 결과가 나온 것 같아 기쁘다”며 “앞으로 한국 남자컬링을 대표해 반드시 올림픽 본선 티켓을 따내겠다”고 각오를 다졌다. 서드 김창민 선수는 “세계 컬링 수준이 크게 높아졌지만, 더 완벽한 샷과 전략으로 승부하겠다”며 “3년간 힘들었던 시간도 동료들의 헌신으로 버틸 수 있었다”고 감회를 밝혔다. 윤소민 코치는 “이번 우승은 단순한 승리를 넘어 국가대표 복귀와 올림픽 도전의 중요한 발판”이라며 “끝까지 도민과 국민께 자부심을 드릴 수 있도록 최선을 다할 것이고 경상북도와 도의회, 체육회의 변함없는 지원에 감사드린다”고 말했다. 김점두 경상북도체육회장은 “경북체육회 컬링팀의 우승을 진심으로 축하하며, 끝까지 포기하지 않은 선수단의 열정과 팀워크가 오늘의 쾌거를 만들었다”며 “올림픽 예선에서도 훌륭한 성과를 기대한다”고 소망을 전했다. 프레시안협동조합 | 사업자번호 101-81-69524 | 대표 전홍기혜 제호: 프레시안 | 신문사업·인터넷신문사업 등록번호 서울아00083 | 창간 2001.9.24 | 등록 2005.10.12 | 발행인·편집인 전홍기혜 | 청소년보호책임자 김봉규 (04043) 서울시 마포구 서교동 395-73 BK빌딩 101호(양화로 10길 49 BK빌딩 101호) | 02-722-8494 | FAX 02-6008-8400 Copyrightⓒ Pressian Coop. All rights reserved."
이춘석 국회 법사위원장에 한병도 예결위원장hellip;quot;진짜 익산시대 열린다quot;,2025-06-28 15:34:46,미상,"최종편집 2025년 06월 28일 15시 04분 이춘석 국회 법사위원장에 한병도 예결위원장…""진짜 익산시대 열린다"" 전북 정치권 르네상스, 환노위 안호영 의원까지 '3위원장 시대' 국회가 27일 본회의를 열고 민주당 익산갑을 지역구로 둔 이춘석 의원을 법제사법위원장에, 익산을의 한병도 의원은 예산결산특별위원장에 각각 선출했다. 전북 지역구 의원이 법사위원장을 맡은 것은 이춘석 의원이 처음이어서 향후 전북 관련 법안 처리에 큰 도움이 될 것으로 보인다. 또 국회에서 핵심위원회로 손꼽히는 예결위원회 위원장에 한병도 의원이 선출된 것은 지난 2006년 남원·순창 이강래 의원 이후 19년 만에 처음 있는 일이다. 이춘석 법사위원장과 한병도 예결위원장은 지역 발전을 위해 최선을 다하겠다고 다짐했다. 이들 2명의 위원장은 각각 익산갑과 익산을이 지역구이어서 '진짜 익산시대'를 기대하는 목소리가 나온다. 정헌율 익산시장은 이날 페이스북에 '이제 진짜 익산시대가 열린다'는 글을 올리고 ""익산의 자랑스러운 두 분 국회의원이 국회 상임위원장에 선출된 기쁜 소식을 전한다""며 ""누구보다 성실하고 치열하게 정치의 길을 걸어오신 두 분이기에 국민은 물론 익산의 든든한 버팀목이 되어 주시리라 믿는다""고 말했다. 정헌율 익산시장은 ""국가 법률과 예산을 다루는 중심에서 앞으로도 익산과 전북의 목소리를 더욱 분명하고 힘있게 전달해 주시길 부탁드린다""며 2인 위원장 선출을 거듭 축하했다. 한편 국회 환노위의 안호영 위원장까지 포함하면 전북출신이 총 3명의 상임위원장을 동시에 보유하게 되는 등 전북 정치권의 르네상스 시대가 열렸다. 프레시안협동조합 | 사업자번호 101-81-69524 | 대표 전홍기혜 제호: 프레시안 | 신문사업·인터넷신문사업 등록번호 서울아00083 | 창간 2001.9.24 | 등록 2005.10.12 | 발행인·편집인 전홍기혜 | 청소년보호책임자 김봉규 (04043) 서울시 마포구 서교동 395-73 BK빌딩 101호(양화로 10길 49 BK빌딩 101호) | 02-722-8494 | FAX 02-6008-8400 Copyrightⓒ Pressian Coop. All rights reserved."
"확성기 방송 중단에 호응한 북한, 댐 방류 알려달라는 이재명 정부 요청에도 호응할까?",2025-06-28 15:34:48,미상,"최종편집 2025년 06월 28일 15시 04분 확성기 방송 중단에 호응한 북한, 댐 방류 알려달라는 이재명 정부 요청에도 호응할까? 통일부 ""접경지역 홍수 피해 예방위해 댐 방류시 미리 통보해 달라…국민 생명 안전 지키는 것이 가장 중요"" 정부가 북한에 임진강 수해 방지를 위해 댐 방류시 미리 통보해달라고 요청했다. 남한의 대북 확성기 가동 중단에 대남 확성기 가동 중단으로 호응했던 북한이 이번에는 어떤 대응을 할지 주목된다. 27일 장윤정 부대변인은 정부서울청사에서 가진 정례브리핑에서 ""자연재해에 대한 공동 대응은 인도주의적 사안이며 남과 북은 임진강 수해 방지를 위한 협력에 수차례 합의한 바 있다""며 ""이에 장마철 남북 접경지역의 홍수 피해를 예방하기 위해 북한이 인도주의적 차원에서 댐 방류 시 우리 측에 미리 통보해 줄 것을 요청한다""고 밝혔다. 장 부대변인은 ""이재명 정부는 국민의 생명과 안전을 지키는 것이 국가의 가장 중요한 의무라고 인식하고 있다""며 ""북한의 댐 방류 사전 통보는 접경지역에 계신 우리 국민의 생명 안전과 직접적으로 관련된 문제""라고 말했다. 그는 ""정부는 관계기관 간 협조하며 접경지역 주민들의 안전을 위해 만반의 대비를 해 나가겠다""고 덧붙였다. 앞서 이재명 정부는 지난 9일 남한 민간단체의 대북 전단 살포에 대해 중지를 강력히 요청했고 11일 14시를 기해 대북 확성기 방송을 중지시켰다. 이에 북한은 12일부터 대남 확성기 방송을 가동하지 않은 것으로 합동참모본부가 확인하기도 했다. 확성기 방송에 호응한 북한이 남한의 이번 통보 요청에 응할지는 미지수다. 남북 사이에는 군 통신선과 남북연락사무소 연락 채널 등 현재 직접 소통을 할 수 있는 연락선이 가동되지 않은 상황이라 북한이 이를 통보한다면 지난 2023년 4월 7일 북한이 통신을 거부한 이후 약 2년 만에 다시 통선이 가동하게 되는 셈이다. 지난 2009년 북한은 황강댐을 사전 통보 없이 방류해 남한에서 6명의 인명피해가 발생했다. 이에 남북 양측은 남한 정부의 제의로 그해 10월 14일 개성 남북경협협의사무소에서 '임진강 수해방지관련 남북 실무회담'을 개최했다. 통일부에 따르면 북한 측은 당시 사고에 대해 ""남측에서 뜻하지 않은 인명피해가 발생한 데 대해 유감스럽게 생각한다""며 유가족에게 조의를 표명했다. 이어 방류 원인에 대해 ""해당기관에서 더 큰 피해를 방지하기 위해 불가피하게 긴급히 방류할 수밖에 없었다""며 향후 방류 시 남한 측에 통보하겠다고 밝혔다. 하지만 북한의 이같은 약속은 이후 전개되는 남북 간 정치‧군사적인 상황 변동을 이유로 지켜지지 않았다. 지난 2016년 개성공단이 가동 중단된 이후 그해 7월 북한은 남한에 사전 통보 없이 황강댐 수문을 열었다. 또 2020년 북한이 대북 전단 살포를 명분으로 남북연락사무소를 폭파했을 때도 북한은 남한에 댐 방류를 사전에 통보하지 않았다. 이와 관련 이인영 당시 통일부 장관은 제316차 남북교류협력추진협의회를 주재한 자리에서 ""최근 북측의 일방적인 (황강댐) 방류 조치에 유감을 표한다""며 ""북측도..."
