제목,날짜,기자명,본문
"北, 우라늄 폐수 정화없이 서해로 흘렸나…위성에 찍힌 녹조 확산 현상",2025-06-28 11:00:00,최강주 기자,"“예성강 따라 서해로 흘렀을 것” 1년 이상 방류 정황 포착, 슬러지 8.7배 급증 확인 북한 황해북도 평산 우라늄정련공장에서 방류된 폐수가 예성강을 따라 서해로 흘러들었을 가능성이 위성사진 분석을 통해 제기됐다. 침전지 내부 슬러지 면적은 2006년 1.9ha에서 2024년 16.6ha로 약 8.7배 급증했으며, 녹조 확산과 침출수 유출 흔적도 포착됐다. (사진=정성학 박사 제공) 북한 황해북도 평산의 우라늄 정련공장에서 정화되지 않은 방사성 폐수가 서해로 흘러간 정황이 확인됐다. 본지가 입수한 위성사진 분석 결과, 폐수는 예성강을 따라 강화만과 경기만을 지나 서해로 유입됐을 가능성이 큰 것으로 나타났다. “북한, 정화 없이 오염수 흘러보내”…녹조 ↑, 물빛 탁해져 북한 황해북도 평산 우라늄정련공장에서 방류된 폐수가 예성강을 따라 서해로 흘러들었을 가능성이 위성사진 분석을 통해 제기됐다. 침전지 내부 슬러지 면적은 2006년 1.9ha에서 2024년 16.6ha로 약 8.7배 급증했으며, 녹조 확산과 침출수 유출 흔적도 포착됐다. (사진=정성학 박사 제공) 원격탐사 전문가 정성학 박사(한국우주보안학회)는 미국 환경체계연구소(ESRI)의 ‘월드뷰-3’ 위성사진을 분석해 북한 평산 우라늄 정련공장의 침전지에서 외부로 이어지는 배수로와 침출수 흐름을 확인했다. 2023년 1월, 미국 위성 전문가인 제이콥 보글은 침전지 외부로 연결된 배수로 공사를 포착했다. 같은 해 10월에는 침전지와 연결된 지하터널을 통해 침출수가 외부 소하천으로 흘러나가는 모습이 위성에 선명히 찍혔다. 침전지는 고형 폐기물을 가라앉혀 저장하는 인공 구조물이며, 침출수는 이곳에서 분리된 오염된 물(폐수) 이다. 정 박사는 “해당 폐수가 약 2km를 따라 예성강과 합류하고, 이후 강화만과 경기만을 지나 서해로 흘러드는 흐름을 보였다”며 구글어스 지형도를 통해 경로를 분석했다. 찌꺼기 8.7배나 늘어…넘쳐 흐르는 폐수 북한 황해북도 평산 우라늄정련공장에서 방류된 폐수가 예성강을 따라 서해로 흘러들었을 가능성이 위성사진 분석을 통해 제기됐다. 침전지 내부 슬러지 면적은 2006년 1.9ha에서 2024년 16.6ha로 약 8.7배 급증했으며, 녹조 확산과 침출수 유출 흔적도 포착됐다. (사진=정성학 박사 제공) 평산 우라늄공장 인근, 강 건너편에는 면적 34헥타르(ha) 규모의 대형 저수지가 위치해 있다. 위성분석 결과, 평산 우라늄공장의 침전지 내부는 수년간 핵물질 가공 과정에서 발생한 고형 폐기물이 쌓이며 포화 상태에 도달한 것으로 파악됐다. 이에 따라 침전지의 오염수가 외부로 밀려나 방류된 것으로 분석된다. 슬러지 면적은 2006년 1.9헥타르에서 2018년 7.5헥타르, 2024년 10월 기준 16.6헥타르로 급증 했다. 이는 18년 만에 약 8.7배 증가한 수치다. 위성사진에서도 침전지 표면의 어두운 얼룩이 점차 넓어지고 짙어지는 모습이 뚜렷하게 확인된다. 정 박사는 “침전지 전체에 녹조가 퍼졌고, 수면 색도 탁해졌다”며 “방사성 물질 여부는 위성상으로 식별이 불가능하나, 혼탁도와 녹조 발생은 명확히 확인된다”고 본지에 전했다. “정화 없이 그냥 버렸다”…북한, 감시 알면서도 방류 정 박사는 “북한은 폐수를 정화할 기술이나 의지가 없고, 국제사회의 감시를 인지하면서도 배수로와 지하터널을 통해 구조적으로 방류했다”며 “이는 사실상 국제 공동 수역에 대한 고의적 해양 오염 행위”라고 강하게 비판했다. 그는 이어 “폐수는 서해를 통해 중국과 인접한 해역까지 영향을 줄 수 있다”며 “국제사회가 공동으로 대응할 사안”이라고 강조했다. 무단 방류가 1년 넘게 진행 됐을 것으로 추정돼 충분히 서해로 빠져나갔을 것이라는 판단이다. 해수부 “우라늄은 감시 항목 아냐…특이사항 발견 못 해” 북한 황해북도 평산 우라늄정련공장에서 방류된 폐수가 예성강을 따라 서해로 흘러들었을 가능성이 위성사진 분석을 통해 제기됐다. 침전지 내부 슬러지 면적은 2006년 1.9ha에서 2024년 16.6ha로 약 8.7배 급증했으며, 녹조 확산과 침출수 유출 흔적도 포착됐다. (사진=게티이미지코리아) 해양수산부 관계자는 본지에 “해당 지역은 군사 경계선이라 민간 접근이 어렵고, 인천 인근 해역이 가장 북단 감시 지점”이라며 “현재까지 측정된 항목에서는 특이사항이 없다”고 밝혔다. 다만 “현재 해양 방사능 감시 항목 7개 중에는 우라늄이 포함돼 있지 않다”고 덧붙였다. 서울대 지구환경과학부 김규범 교수는 본지와의 인터뷰에서 “산성 폐수나 중금속 폐수가 해양에 직접 유입되면 당연히 영향을 줄 수 있다”며 “유입량이 많을 경우 한강이나 서해 연안 조사 지점에서 이상 농도가 감지될 수 있다”고 말했다. 다만 “아직 이슈화되지 않아 중금속 등 항목을 따로 측정하지 않았고, 영향의 범위나 정도를 알기 어렵다”며 “해양보다는 육상 환경에서 먼저 문제가 될 가능성이 크다”고 덧붙였다. 2019년과 달리, “북한 작정하고 흘렸다” 북한 황해북도 평산 우라늄정련공장에서 방류된 폐수가 예성강을 따라 서해로 흘러들었을 가능성이 위성사진 분석을 통해 제기됐다. 침전지 내부 슬러지 면적은 2006년 1.9ha에서 2024년 16.6ha로 약 8.7배 급증했으며, 녹조 확산과 침출수 유출 흔적도 포착됐다. (사진=게티이미지코리아) 북한의 폐수 방류 의혹은 2019년에도 제기된 바 있다. 당시 통일부는 수질 샘플을 채취해 “특이사항 없음”과 “고방사능 물질 존재하지 않음”이라고 발표했다. 하지만 정 박사는 “2019년은 노후 배관에서의 누수로 추정됐던 반면, 지금은 북한이 구조적으로 침전지 폐수를 방류하고 있다는 사실이 위성에 명확히 포착됐다”고 밝혔다. 이어 “2024년 하반기 배수로 공사 완료 이후, 방류 흔적이 뚜렷하게 나타났다”며 “예성강을 통해 남하한 오염수는 강화만과 경기만을 거쳐 이미 서해로 유입됐을 가능성이 높다. 지금이라도 유입 경로와 해양 영향도를 면밀히 점검해야 한다”고 경고했다."
"尹측 “특검, 법-절차 위반하며 폭주…피의자 인권 존중 전혀 없어”",2025-06-28 10:53:00,조혜선 기자,"크게보기 윤석열 전 대통령이 28일 오전 대면 조사를 받기 위해 서울 서초구 서울고검에 마련된 내란특검 사무실로 출석하고 있다. 송은석 기자 silverstone@donga.com 윤석열 전 대통령 측은 28일 공개 출석 방침을 고수한 조은석 내란 특별검사를 향해 “법령과 적법절차를 위반해 폭주하는 특검은 법위의 존재이냐“며 “피의자의 인권에 대한 존중이 전혀 없다”고 강하게 반발했다. 윤 전 대통령 측 변호인단은 이날 오전 입장문을 내고 “수사기관이 일방적으로 통보하거나 출석 장면을 공개해 피의자의 인권을 침해해서는 안 된다”면서 이같이 말했다. 당초 윤 전 대통령 측은 비공개 출석을 요구했으나 특검 측이 정문을 통한 공개 출석을 하지 않으면 출석 불응으로 간주하겠다고 하면서 양측의 신경전이 이어졌다. 결국 윤 전 대통령은 이날 서울고검 청사 정문으로 공개 출석했다. 윤 전 대통령이 수사기관의 소환 요구에 포토라인에 선 채 공개 출석한 것은 이번이 처음이다. 윤 전 대통령 측은 대통령령인 ‘검사와 사법경찰관의 상호협력과 일반적 수사준칙에 관한 규정’을 인용해 “출석요구를 할 때는 피의자와 조사 일시·장소를 협의해야 한다고 규정하고 있는데 특검은 이 규정을 모두 위반하고 있다”고 지적했다. 이어 “윤 전 대통령 체포영장이 기각되자 특검은 변호인과의 사전 협의 없이 출석 일시를 일방적으로 언론에 공개했고 문재인 정부가 폐지한 포토라인과 유사한 공개 소환의 방식을 강요하고 있다”며 “특검은 국민의 알권리를 내세우고 있으나, 국민이 알고자 하는 것은 진실일 뿐 특정인을 공개적으로 망신주기 위한 사진 한 장이 아니다”고 했다. 크게보기 송은석 기자 silverstone@donga.com 윤 전 대통령 측은 “이미 유죄가 확정된 듯 전국민이 피해자이므로 피의자의 인권은 후순위여도 문제없다는 특검의 발언에 아연실색하지 않을 수 없다”며 “중립적이고 공정해야 할 특검이 예단과 편견을 가지고 가장 개선돼야 할 검찰의 악습을 답습하고 있다”고 비판했다. 이어 “윤 전 대통령은 특검의 절차위반과 법적의무 위반, 수사를 앞세운 조작 시도에 대해 명백히 지적하고자 한다”면서도 “다만 절차적 다툼으로 진실을 밝히는 것에 장애가 생겨서는 안되기에 금일 조사에 응할 것”이라고 말했다. 내란 특검은 이날 오전 10시 14분부터 윤 전 대통령에 대한 조사를 진행 중이다."
아이폰 매년 2차례 출시?…내년부터 프리미엄·기본 모델 따로 낼까,2025-06-28 10:46:00,기자명 없음,"내년 아이폰18 시리즈 라인업 변경설…삼성처럼 ‘연 2회’ 신작 공개 에어·프로·프맥·폴드 9월 선보이고 이듬해 3월 기본·보급형 공개 추정 애플이 아이폰 신작을 1년에 2번씩 공개할 것이라는 전망이 나왔다. 현재 삼성전자가 상반기 S시리즈, 하반기 폴더블폰 Z시리즈를 내는 것처럼 애플도 하반기에 프리미엄폰, 상반기에 기본·보급형폰을 선보일 것이라는 주장이다. 28일 나인투파이브맥 등 외신에 따르면 애플은 올해 아이폰17 시리즈의 라인업을 변경한 데 이어 내년 아이폰18 시리즈에서도 ‘폴더블 아이폰’을 선보이며 라인업을 바꿀 전망이다. 특히 아예 고가 프리미엄 아이폰과 기본·보급형 아이폰을 따로 출시할 것으로 관측되고 있다. 애플은 기존의 기본·플러스·프로·프로 맥스 등 4종의 아이폰 라인업에서 올해는 가장 판매량이 적은 플러스 대신 슬림형 신작인 ‘아이폰17 에어’를 선보일 예정이다. 내년 아이폰18 시리즈에서는 또 한 번의 개편이 이뤄질 가능성이 제기됐다. 매년 아이폰 신작이 공개되는 9월에 기본 아이폰18이 공개되지 않을 것이라는 주장이다. 9월에는 상위 모델인 아이폰18 에어, 프로, 프로 맥스, 폴드만 출시될 것으로 예상됐다. 당초 최고 사양 모델인 프로형 모델 2종과 슬림형 모델인 에어, 애플 최초의 폴더블 아이폰만 내년 9월에 등장하게 된다는 것이다. 다만 애플이 아이폰의 근간인 기본형 모델을 없애는 것은 아니다. 업계에서는 애플이 9월에는 고가 프리미엄 모델만 공개하고, 약 6개월 뒤인 이듬해 봄에 저가형 아이폰18 모델을 별도로 선보일 수 있다는 관측이 나오고 있다. 2027년 3월 즈음에나 아이폰18 기본 모델과 보급형 저가 모델인 아이폰18e가 별도로 공개될 수 있다는 것이다. 이같은 이원화 출시 전략은 현재 삼성전자가 꾀하고 있는 것과 유사하다. 삼성전자는 매년 2차례 갤럭시 언팩 행사를 개최한다. 상반기에는 바형 모델인 ‘갤럭시 S’ 시리즈를 공개하고, 하반기에는 폴더블폰 모델인 ‘갤럭시 Z 폴드·플립’ 시리즈를 선보이는 식이다. 특히 Z시리즈가 더 고가 플래그십인 만큼 하반기 언팩에서는 스마트워치·무선이어폰 신작 등도 함께 등장하기도 한다. 애플이 정말 아이폰 신작 공개 시기를 이원화한다면 이는 삼성전자처럼 ‘1년 내내’ 아이폰 신작 후광 효과를 누리려는 것으로 풀이된다. 삼성전자는 상반기에는 S시리즈, 하반기에는 Z시리즈를 선보이며 신작 효과를 누리고 있다. 반면 애플은 아이폰 신작 출시 직후인 4분기에는 시장 점유율이 급상승하며 압도적인 모습을 보이나 그외 분기에는 비교적 약세를 보이고 있다. 글로벌 시장조사업체 카운터포인트리서치에 따르면 지난해에도 애플의 전세계 스마트폰 시장 점유율은 1~3분기 내내 16~17% 수준이었으나 4분기에는 23%로 급증하며 삼성전자를 제치고 1위를 차지했다. 다만 이처럼 아이폰 신작 출시 시기가 이원화되면 하반기에는 가격 부담이 상당히 커질 것이라는 우려도 있다. 아이폰18 시리즈의 출고가는 아직 전혀 공개된 바 없으나 에어 1000달러(약 136만원) 내외, 프로형 1100~1200달러(약 149만~163만원), 폴드 2000~2500달러(약 271만~339만원) 수준일 것이라는 전망이 나오고 있다. 현재 공식 출시된 최신 아이폰을 살펴보면 아이폰16 기본형은 799달러부터 시작한 바 있다. 결국 보다 저렴한 아이폰 신작을 구매하려면 반년 이상을 기다려야 하는 셈이다. 동일한 세대의 아이폰 신작을 반년여의 격차를 두고 출시한다면 이용자 불만이 커질 수 있는 만큼 내년 아이폰18 시리즈를 공식 출시하기 전까지 애플이 전략을 수정할 가능성도 배제할 수 없다. 한편 내년 등장이 유력한 것으로 점쳐지고 있는 폴더블 아이폰에 대한 예상 세부 사양도 일부 공개되고 있다. 폴더블 아이폰은 아이패드 미니 수준인 7.58인치 내부 디스플레이와 4800만 화소 듀얼 카메라, 티타늄 프레임, 독자 기술 힌지 등이 탑재될 전망이다. [서울=뉴시스]"
다이애나비가 병문안 때 입은 꽃무늬 ‘돌봄 드레스’ 7억에 팔려,2025-06-28 10:33:00,기자명 없음,"병문안 때 환자 마음 편안하게 해 준다고 ‘돌봄 드레스’라고 불려 26일(현지시간) ‘프린세스 다이애나의 스타일 & 로열 컬렉션’ 경매에서 52만 달러에 낙찰된 다이애나비의 ‘돌봄 드레스’. 출처=줄리언스 옥션 엑스(X) 게시물 갈무리 영국의 고(故) 다이애나비가 생전 어린이들을 만나려 병원을 찾을 때 입었던 꽃무늬 드레스가 52만 달러(약 7억 원)에 팔렸다. CNN 방송에 따르면 26일(현지시간) 미국 캘리포니아에서 ‘프린세스 다이애나의 스타일 & 로열 컬렉션’이라는 제목으로 캘리포니아주 베벌리힐스 페닌슐라 호텔에서 열린 경매에서는 다이아내비가 입었던 옷과 모자, 핸드백, 신발, 그가 직접 쓴 손 글씨 편지 등 100점 이상이 경매에 부쳐졌다. 이 중 그가 1988~1992년 여러 공개 행사에서 입은 ‘돌봄 드레스’(Caring Dress)는 6자리 숫자의 가격을 기록한 10점 중 하나였다. 다이아내비는 1988~1992년까지 나이지리아 방문 등 각종 공개 행사에서 돌봄 드레스를 입었다. 이 드레스는 밝은 꽃무늬 색상으로, 병든 환자들의 마음을 편안하게 해준다며 돌봄 드레스라고 불렸다. 그 외에 프랑스 영부인이었던 베르나데트 시라크가 선물한 양가죽 디올 핸드백은 32만 5000달러(약 4억 4000만 원)에, 친한 친구인 잔니 베르사체가 디자인한 파란색 소매 없는 드레스는 22만 7500달러(약 3억 1000만 원)에 낙찰됐다. 이날 경매를 주최한 줄리엔스 옥션은 “다이애나비의 유산은 그의 인도주의적 활동뿐만 아니라 시대를 초월한 우아한 스타일로도 이어지며, 이는 여전히 세계를 감동하게 하고 있다”고 밝혔다. 경매 수익의 일부는 양국 자선 단체인 ‘근육 위축증 영국’에 기부할 예정이다. (서울=뉴스1)"
尹측 ‘공개 소환’에 “적법절차 위반” 반발…“조사에는 응할 것”,2025-06-28 10:27:00,기자명 없음,"“일방 통보·출석 장면 공개로 피의자 인권 침해하면 안 돼” 윤석열 전 대통령이 12·3 비상계엄 관련 내란·외환 사건 수사를 맡은 조은석 특별검사팀의 소환 통보와 관련해 “법령과 적법절차를 위반해 폭주하고 있다”고 반발하면서도 조사에는 응하겠다는 입장을 밝혔다. 윤 전 대통령 측 변호인단은 28일 입장문을 통해 “수사기관은 피의자에게 출석을 요구할 때 피의자의 명예 또는 사생활의 비밀이 침해되지 않도록 해야 하고, 조사 일시·장소에 관해서도 사전에 협의해야 한다”며 이렇게 말했다. 변호인단은 특히 “수사기관이 일방적으로 통보하거나 출석 장면을 공개해 피의자의 인권을 침해해서는 안 된다”면서 “이것은 수사기관에 대한 단순한 권고가 아니라 법령으로 수사기관에 부여된 법적 의무”라고 강조했다. 변호인단은 “체포영장이 기각되자 변호인과 사전 협의 없이 출석 일시를 일방적으로 언론에 공개했고, 문재인 정부가 폐지한 포토라인과 유사한 공개소환 방식을 강요하고 있다”며 “법령에 의해 변호인이 날짜와 시간의 조율을 요청했으나 거부했고, 단순히 지하 주차장으로 들어가는 문제로 축소시켜 전국민을 피로하게 하게 하고 있다”고도 주장했다. 다만 “전직 대통령으로서 법치주의 수호를 최우선에 두었던 윤 전 대통령은 특검의 절차 위반과 법적 의무 위반, 수사를 앞세운 조작 시도에 대해 명백히 지적하고자 한다”면서도 “절차적 다툼으로 진실을 밝히는 것에 장애가 생겨서는 안되기에 금일 조사에 응할 것”이라고 덧붙였다. 앞서 특검팀은 지난 25일 윤 전 대통령에 대한 체포영장이 기각된 뒤 곧장 윤 전 대통령에게 이날 오전 9시에 서울고검으로 출석해 조사를 받으라고 통보했다. 윤 전 대통령 측은 건강상 이유로 1시간 뒤인 오전 10시로 연기를 요청했고 특검팀은 이를 받아들였다. 다만 지하 주차장으로의 비공개 출석 요구는 수용하지 않았다. 윤 전 대통령은 이날 오전 9시55분쯤 서울고검에 도착한 뒤 취재진의 질문을 받았지만 일절 답변하지 않은 채 청사로 입장했다. (서울=뉴스1)"
G20 정상회의 준비회의…韓 “국제법 존중 외교해법”,2025-06-28 10:26:00,기자명 없음,"ⓒ뉴시스 외교부는 주요 20개국(G20) 정상회의 준비를 위한 고위급 회의에서 유엔헌장·국제법에 기반한 외교적 해법을 강조했다고 28일 밝혔다. 송인창 G20국제협력대사는 25~27일 남아공 선 시티에서 개최된 2025년 제3차 G20 셰르파회의에 참석해 오는 11월 개최 예정인 G20 정상회의의 제반 사항에 대해 논의했다. 셰르파는 정상회의에서 정상을 직접 보좌하고 회의 의제 등 준비를 총괄하는 정부 고위관료를 뜻한다. 참석자들은 ▲4년차에 접어든 러-우 전쟁 ▲이란-이스라엘간 무력 갈등을 포함한 중동 정세 ▲수단, DR 콩고 등 아프리카 내 분쟁이 평화적인 방법으로 조속히 해결돼야 한다고 촉구했다. 송 대사는 국제사회가 유엔헌장과 국제법에 대한 존중을 바탕으로 외교적 해법을 통해 지속가능한 평화를 달성해가야 한다는 우리 정부 입장을 강조했다. 아울러 의장국 남아공을 비롯해 일본, 영국, 프랑스, 중국, 인도네시아, 호주, 아르헨티나 등 다수 회원국들과 정식·약식 양자협의를 가졌다. 또 G20 정상회의 준비 및 자국의 우선순위를 상호 공유하는 등 폭넓은 협의를 실시했다. 특히 올해 믹타(MIKTA) 의장국으로서 G20 정상회의 준비 과정에서 믹타 차원의 협력 가능 사안들을 발굴하기로 했다. 믹타는 멕시코, 인도네시아, 한국, 튀르키예, 호주로 구성된 범지역적 협의체다. 올해 G20 정상회의는 11월 22~23일 남아공 요하네스버그에서 ‘연대, 평등, 지속가능성’을 주제로 진행될 예정이다. [서울=뉴시스]"
"박성현·윤이나, LPGA ‘2인 1조’ 팀 대회 2R 공동 9위로 껑충",2025-06-28 10:23:00,기자명 없음,"이소미·임진희 6위…안나린·후루에 아아캬 공동 9위 아람코 코리아 챔피언십 1라운드 경기가 열린 9일 경기도 고양시 뉴코리아 컨트리클럽 3번홀에서 박성현이 벙커샷을 하고 있다. 2025.05.09. 고양=뉴시스 박성현과 윤이나가 미국여자프로골프(LPGA) 투어 팀 대회 둘째 날 10위 안에 진입했다. 박성현과 윤이나는 28일(한국 시간) 미국 미시간주 미들랜드의 미들랜드 컨트리클럽(파70)에서 열린 대회 2라운드에서 10언더파 60타를 쳤다. 1라운드 2오버파 공동 38위였던 둘은 중간 합계 8언더파 132타를 기록, 공동 9위로 순위를 크게 끌어올렸다. 이번 대회는 두 명의 선수가 짝을 이뤄 1, 3라운드는 공 하나를 번갈아 쳐 좋은 성적을 내는 포섬, 2, 4라운드는 각자 볼을 쳐서 매 홀 더 나은 스코어를 팀 성적으로 삼는 포볼 경기로 순위를 가린다. LPGA 투어 7승을 쌓은 박성현은 최근 몇 년간 부상 여파로 하락세를 보였다. 이번 시즌도 숍라이트 클래식 공동 29위가 개인 최고 성적이다. 올해 미국 무대에 진출한 윤이나도 이달 초 US여자오픈 공동 14위가 가장 높은 순위다. 반등을 위해 뭉친 이들은 2라운드 10위권 이내로 진입하며 역전 우승까지 노릴 수 있게 됐다. 2라운드 단독 선두(13언더파 127타)인 제니퍼 컵초(미국)-리오나 머과이어(아일랜드)와는 5타 차다. 이번 라운드처럼 몰아치기를 이어간다면 충분히 뒤집을 수 있는 격차다. 전날 공동 2위였던 이소미-임진희도 7타를 줄이며 6위(10언더파 130타)에 자리했다. 안나린은 일본의 후루에 아야카와 한 조를 이뤄 공동 9위에 올랐다. 디펜딩 챔피언인 지노 티띠꾼(태국)과 인뤄닝(중국)은 공동 17위(6언더파 134타)다. 컷 기준이 4언더파 공동 28위였던 가운데 전인지-제니퍼 송(미국)은 공동 41위(2언더파 138타), 유해란-로즈 장(미국)은 공동 49위(1언더파 139타)로 탈락했다. [서울=뉴시스]"
"에스파, 서울 단콘 전 회차 전석 매진…독보적 티켓 파워",2025-06-28 10:22:00,기자명 없음,"사진제공=SM엔터테인먼트 그룹 에스파(aespa)가 세 번째 서울 단독 콘서트를 전 회차 전석 매진시키며, 독보적인 티켓 파워를 다시 한번 입증했다. 28일 소속사 SM엔터테인먼트에 따르면 ‘2025 에스파 라이브 투어-싱크: 엑시스 라인-인 서울’(2025 aespa LIVE TOUR - SYNK : aeXIS LINE - in SEOUL)은 팬클럽 선예매(26일)와 일반 예매(27일)를 통해 총 3일간의 공연이 시야 제한석까지 모두 매진되어, 에스파의 폭발적인 인기를 실감하게 했다. 이번 콘서트는 8월 29일부터 31일까지 서울 올림픽공원 KSPO 돔에서 열리며, 에스파의 세 번째 월드 투어의 시작을 알리는 공연인 만큼, ‘더티 워크’(Dirty Work)를 비롯해 다양한 신곡 무대를 포함한 다채로운 스테이지로 꾸며질 예정이어서, 글로벌 음악 팬들의 뜨거운 반응이 기대된다. 특히, 에스파는 2023년 잠실실내체육관에서의 첫 단독 콘서트 ‘싱크: 하이퍼 라인’(SYNK : HYPER LINE)과 2024년 두 번째 콘서트 ‘싱크: 패러렐 라인’(SYNK : PARALLEL LINE)을 성공적으로 마친 후, 지난 3월 서울 앙코르 콘서트로 KSPO돔에 첫 입성하고 공연 규모를 점차 확장했다. 또한 아시아, 미주, 유럽 등 전 세계 주요 도시를 순회하는 월드 투어를 통해 글로벌 아티스트로서 입지를 확고히 한 만큼, 이번 공연에서는 더욱 업그레이드된 무대와 퍼포먼스를 선보일 계획이다. 에스파는 서울 콘서트를 시작으로 본격적인 월드 투어에 돌입하며, 추후 공식 채널을 통해 추가 공연 지역 및 일정을 발표할 예정이다. 한편, 지난 27일 공개된 에스파 싱글 ‘더티 워크’는 선주문 판매량만 101만 장을 돌파한 것에 이어, 발매와 동시에 국내 주요 음원 차트에서 상위권에 진입했으며, 중국 최대 음악 사이트 QQ뮤직 디지털 앨범 판매, 트렌드피크, 음악지수, 전체 뮤직비디오 등 4개 차트 1위 및 판매액 100만 위안 초과 시 부여되는 ‘플래티넘’ 인증을 획득했다. 더불어 일본 AWA 실시간 급상승 1위 등 글로벌 차트에서도 좋은 반응을 얻고 있어, 올해 역시 콘서트와 신곡 활동 등으로 맹활약을 펼칠 에스파의 행보를 기대케 한다. (서울=뉴스1)"
"경남 이강희, 오스트리아 빈과 4년 계약…“꿈꿨던 유럽 무대”",2025-06-28 10:22:00,기자명 없음,"연령별 대표팀 거친 MF 오스트리아 명문 오스트리아 빈에 입단한 이강희. (한국프로축구연맹 제공) 연령별 대표팀을 거친 이강희(24)가 오스트리아 명문 구단 오스트리아 빈에 입단했다. 오스트리아 빈은 27일(현지시간) 구단 공식 홈페이지를 통해 “경남FC 소속의 이강희를 데려왔다. 메디컬 테스트를 마쳤고, 곧바로 팀 훈련에 참여할 예정”이라며 “계약기간은 2029년까지 4년”이라고 밝혔다. 이강희는 2019년 수원 삼성에 입단하며 프로 생활을 시작했지만 좀처럼 출전 기회를 잡지 못했다. 이에 그는 2022년 부산 아이파크, 2023년 경남에서 임대 생활을 했다. 경남에서 좋은 활약을 펼친 이강희는 2023년 7월 완전 이적했다. 이후 이강희는 꾸준히 경기에 나서면서 자신의 기량을 펼쳤다. 소속팀 활약으로 이강희는 20세 이하(U20) 대표팀과 23세 이하 대표팀(U23)에도 선발되는 등 가치를 높였다. 이강희는 189㎝ 장신 미드필더로 중원은 물론 중앙 수비수와 최전방 공격수 역할까지 소화할 수 있는 다재다능한 선수다. 이강희는 “어린 시절부터 꿈꿨던 유럽 무대에 진출, 의욕이 남다르다”면서 “빠르게 팀에 적응해 출전 시간을 확보하는 것이 첫 번째 목표다. 다음은 더 높은 수준에서 경쟁할 수 있는 기술을 습득하는 것이다. 유럽의 생활 방식을 잘 이해하고 프로다운 사고방식을 기르겠다”고 밝혔다. 이어 “전술과 체력, 속도 면에서 높은 수준을 자랑하는 유럽에서 훈련하고 경기를 치르면 기량이 향상될 것”이라면서 “팀 동료들을 가까이서 보면서 배우겠다”고 덧붙였다. 오스트리아 빈은 오스트리아 분데스리가에서 24회 우승을 차지, 라피드 빈(32회)에 이어 두 번째로 많은 우승을 차지한 명문 구단이다. 지난 2017년에는 이진현(울산)이 입단, 1시즌 활약한 바 있다. 마누엘 오르틀레흐너 오스트리아 빈 단장은 “이강희는 경기장 안팎에서 좋은 모습을 보여준다. 그는 이미 한국 연령별 대표팀에서 잠재력을 보여줬다”면서 “빨리 적응해서 팀의 목표 달성에 도움을 주기 바란다”고 기대했다. (서울=뉴스1)"
금연구역서 흡연자 밀친 40대 2심도 무죄…“정당방위”,2025-06-28 10:21:00,기자명 없음,"수원법원종합청사. 2019.5.24/뉴스1 ⓒ News1 금연구역에서 흡연자와 말다툼하다 밀쳤다는 이유로 재판에 넘겨진 남성이 항소심에서도 무죄를 선고받았다. 28일 법조계에 따르면 수원지법 제2형사항소부(부장판사 김연하)는 폭행 혐의로 기소된 A 씨(41)에 대해 원심판결 그대로 무죄를 선고했다. A 씨는 2023년 5월 4일 경기 이천지역의 한 횡단보도 일대에서 담배를 피우는 B 씨(62)와 말다툼하며 B 씨 몸을 약 4차례 밀친 혐의(폭행)로 기소됐다. A 씨는 당시 담배 냄새를 맡자 혼잣말로 욕했고, 그 말을 들은 B 씨가 횡단보도를 건너던 A 씨를 잡아 시비가 붙었다. 그러나 A 씨는 “날 멈춰 세운 건 B 씨”라며 자신의 행위는 “폭력이 있을 것 같고 계속 길을 막아서고 있어서 밀어낸 것 정도의 행위로 정당방위”라고 주장했다. 이 사건 1심 재판부는 A 씨의 손을 들어줬고, 검찰의 항소로 이뤄진 2심에서도 항소심 재판부는 원심 판단을 인용했다. 2심 재판부는 “B 씨는 젊은 A 씨가 자신한테 욕을 했다며 쫓아가 붙잡아 세우면서 유형력을 행사했는데 A 씨는 B 씨 행위가 당황스럽고 싫어서 이를 피하려고 B 씨 손과 팔을 밀쳐낸 것으로 소극적 방어 행위로 보인다”며 “이는 정당방위로서 보이고 검찰이 주장하는 사실오인의 위법은 없다고 판단된다”고 밝혔다. (수원=뉴스1)"
