제목,날짜,기자명,본문
[D리포트] 불 탔던 '900살 은행나무'에서 싹트는 희망,2025-06-28 12:29:00,이태훈 기자,"지난 3월 산청 하동 산불 당시 하동 두양리 은행나무의 모습입니다. 높이 27m 둘레 9m의 거대한 은행나무가 폭격을 맞은 듯 가지 곳곳이 불에 타고 부러졌습니다. 산불이 나고 석 달이 지난 지금, 나뭇가지 곳곳에서는 어느새 새잎이 싹트기 시작했습니다. 불에 탄 가지 등을 잘라내고 영양주사를 집중적으로 놓았던 게 큰 도움이 됐습니다. [이진호/경남 하동군 두양리 : 저희들이 치유를 받는 것 같아요. 자연이 스스로 회복되는 걸 보면서 저희 마음도 트라우마가 점점 가시는 것 같고.] 보시는 것처럼 시커멓게 불에 탄 흔적들 사이로 새잎이 자라고 있는데, 나무가 죽지 않고 살아나고 있음을 보여주고 있습니다. 화려한 옛 모습은 잃어버렸지만 나무가 지켜온 역사와 문화는 여전히 남아 있습니다. [최세현/지리산초록걸음 대표 : 경남도 문화재로 지정이 되어 있는데 천연기념물로 지정을 해서 좀 더 체계적으로 관리를 해주었으면 좋겠습니다.] 앞으로 2~3년은 나무 상태를 더 지켜봐야 하는 만큼, 하동군도 계속해서 생육관리를 해나갈 계획입니다. [김철응/나무의사 : 원래 나무는 잎의 양이 많아야지 생육 상태가 좋아지기 때문에 영양공급을 조금 더해서.] 주민들은 천 년 가까이 버텨온 은행나무가 화마의 아픔을 딛고 다시 천 년을 이어나가기를 바라고 있습니다. (취재 : 이태훈 KNN / 영상취재 : 안영환 KNN / 영상편집 : 김범준 KNN / 사진제공 : 경남 하동군 지리산생명연대 / 제작 : 디지털뉴스편집부) KNN 이태훈"
"[뉴스특보] 윤석열 심야조사 동의할까…""공개출석 또 하느니?"" 셈법은",2025-06-28 12:10:00,채희선 기자,"오늘 윤석열 전 대통령에 대한 특검 조사가 진행 중입니다. 오늘 오후 6시 이후 조사가 이어질지도 주목되는데요. 이 점은 윤 전 대통령의 동의가…

오늘(28일) 윤석열 전 대통령에 대한 특검 조사가 진행 중입니다. 오늘 오후 6시 이후 조사가 이어질지도 주목되는데요. 이 점은 윤 전 대통령의 동의가 있어야 가능한데, 과연 심야조사에 대한 동의를 할까요? (구성 : 채희선 / 영상편집 : 이기은 / 제작 : 디지털뉴스편집부)"
"[뉴스특보] ""충분히 진술 할 것 같다""…윤석열 조사 중인 6층 상황 들어보니",2025-06-28 12:06:00,채희선 기자,"오늘 윤석열 전 대통령에 대한 특검 조사가 진행 중입니다. 박지영 특검보는, 윤 전 대통령이 혐의 진술거부권 행사하느냐는 질문에 대해 &#34;…

오늘(28일) 윤석열 전 대통령에 대한 특검 조사가 진행 중입니다. 박지영 특검보는, 윤 전 대통령이 혐의 진술거부권 행사하느냐는 질문에 대해 ""충분히 진술 할 것 같다""고 답했습니다. (구성 : 채희선 / 영상편집 : 이기은 / 제작 : 디지털뉴스편집부)"
"민주 ""윤, 특검 출석이 면죄부 될 수 없어…진실규명 출발점""",2025-06-28 12:03:00,김상민 기자,"▲ 윤석열 전 대통령이 28일 피의자 신분으로 내란특검 조사를 받기 위해 서울 서초구 서울고검 청사로 출석하고 있다. 윤석열 전 대통령이 내란 특별검사의 소환 조사에 출석한 데 대해 민주당은 ""오늘 출석은 결코 면죄부가 될 수 없이 진실 규명의 출발점일 뿐""이라고 밝혔습니다. 백승아 원내대변인은 오늘(28일) 논평을 통해 ""또다시 진실을 은폐하고 책임을 회피한다면 국민적 분노는 더욱 거세지고 윤석열에 대한 심판은 피할 수 없을 것""이라며 이같이 말했습니다. 백 원내대변인은 ""윤석열이 법꾸라지처럼 온갖 꼼수를 부리다 오늘 마침내 특검 조사에 출석했다""며 ""그러나 이는 불법 계엄과 내란 음모에 대한 실체적 진실을 밝히기 위한 자발적 결단이 아니라, 국민적 분노와 거센 여론에 떠밀린 끝에 마지못해 응한 것""이라고 지적했습니다. 이어 ""그동안 윤석열은 망상에 가까운 궤변과 거짓 해명으로 책임을 회피해 왔다. 국민의 눈과 귀를 피해 보겠다는 부끄러운 행태""라며 ""국민들은 이 같은 법꾸라지식 꼼수와 권력 남용에 분노하고 있다""고 했습니다. 백 원내대변인은 ""윤석열은 과거 '특검을 거부한 자가 범인이다'라고 했으나 정작 자신은 김건희와 가족을 감싸기 위해 대통령 거부권을 행사하며 특검 도입을 막아섰고, 권력을 동원해 진실을 가로막았다""며 ""스스로가 범인임을 자백한 것이나 다름없다""고 주장했습니다. 그러면서 ""특검은 내란 혐의와 권력형 비리에 대해 철저히 수사해야 하고 윤석열은 역사와 국민 앞에 무릎 꿇고 사죄하고, 마땅한 법적 책임을 져야 한다""며 ""그것이 국민에 대한 최소한의 도리이자 정의와 법치를 바로 세우는 길""이라고 밝혔습니다."
"내란 특검 ""경찰 수사 담당한 박창환 총경, 윤 전 대통령 대면 조사""",2025-06-28 11:49:00,전연남 기자,"▲ 윤석열 전 대통령이 28일 피의자 신분으로 내란특검 조사를 받기 위해 서울 서초구 서울고검 청사로 출석하고 있다. 내란특검팀은 오늘(28일) 윤석열 전 대통령에 대한 오전 조사는 체포 방해·비화폰 삭제 지시 혐의를 수사해 온 경찰 파견 인력이 먼저 진행하고 있다고 밝혔습니다. 박지영 특검보는 윤 전 대통령이 오전 10시 14분부터 조사를 받고 있다며 오전 조사는 체포영장에 청구됐던 피의사실에 대해 이뤄질 예정이라고 설명했습니다. 지난 1월 대통령경호처를 동원해 공수처의 체포영장 집행을 방해한 혐의, 비화폰 기록 삭제 지시 혐의 등을 먼저 조사한다는 의미입니다. 조사는 수사 연속성을 고려해 박창환 경찰청 중대범죄수사과장이 진행하고 있으며, 중대범죄수사과 최상진, 이정필 경감도 조사에 참여했다고 밝혔습니다. 이미지 확대하기 변호인 중에서는 채명성·송진호 변호사가 입회했습니다. 진술거부권 행사 여부와 관련해 박 특검보는 윤 전 대통령이 현재로서는 아직 진술거부권을 행사하고 있지 않다면서 ""충분히 진술하실 듯하다""고 말했습니다. 윤 전 대통령과 변호인단은 조사 시작 전 박억수·장우성 특검보와 10여 분간 면담하면서 조사에 관한 의견을 피력했습니다. 윤 전 대통령 본인도 의견을 밝혀 특검팀이 청취했습니다. 조은석 특검은 따로 만나지 않았습니다. 박 특검보는 조사실은 서울고검 청사 6층에 마련됐고 조사 공간은 일반 검사실 구조와 유사하다고 설명했습니다."
진주 고물상서 불나 5개 점포 전소…한 때 대응 1단계,2025-06-28 11:41:00,김태원 기자,오늘(28일) 오전 8시 21분쯤 경남 진주시 상평동 한 고물상에서 불이 났습니다. 불은 인근 타이어 가게 등 주변으로 옮겨 붙어 모두 5개 점포가 전소했습니다. 다행히 인명피해는 없었습니다. 소방 당국은 오전 8시 31분쯤 관할 소방서 인력을 모두 동원하는 대응 1단계를 발령했다가 약 17분 뒤 해제하고 진화작업을 벌이다 오전 9시 40분쯤 큰 불길을 잡았습니다. 소방 당국은 잔불 정리 작업을 마치는 대로 정확한 화재 원인과 재산 피해 금액 등을 조사할 계획입니다.
"쏟아진 애도, 행사까지 취소…""내가 죽었다고?"" 분노",2025-06-28 17:02:00,기자명 없음,"이미지 확대하기 연예인 가짜 사망 뉴스는 누가 왜 만들까? 27일 방송된 SBS '궁금한 이야기 Y'에서는 유명 연예인들의 난데없는 사망설을 추적했다. 트로트 가수 김다현 양의 한 팬은 최근 유튜브를 통해 충격적인 영상을 보게 되었다. 다현 양이 지병이 있어 안타까운 죽음을 맞이했다는 것. 이에 놀란 팬은 다현 양의 아버지에게 연락을 취했고, 그의 아버지는 멀쩡히 살아있는데 무슨 이야기냐며 펄쩍 뛰었다. 최근 배우 신애라도 자신의 SNS를 통해 잘 살아있고 건강하게 살고 있다는 영상을 게재해 눈길을 끌었다. 지인을 통해 자신의 사망 소식을 들었다는 것. 이에 제작진은 신애라의 사망 뉴스가 올라온 유튜브 채널을 확인했다. 해당 채널은 1만 명이 넘는 구독자를 보유한 채널로 다양한 연예인의 가짜 사망 뉴스가 가득했다. 특히 원로배우들의 가짜 사망 기사에는 큰 관심이 쏠렸고 이에 애도의 물결까지 이어졌다. 이러한 가짜 뉴스에 일부 연예인은 화를 내기도 했고 황당해하기도 했다. 심지어 가수 태진아는 가짜 뉴스로 금전적인 피해까지 보게 됐다는 것. 그의 가짜 뉴스를 믿고 해외 공연 주최 측이 그의 행사 섭외를 취소했고 이에 손해를 보았다는 것이다. 최근 몇 년 간 불특정 다수의 연예인을 대상으로 한 무차별한 사망설 유포는 대체 무슨 일일까? 진짜 같은 가짜 영상. 하지만 영상을 면밀히 살펴보자 허술한 부분들이 눈길을 끌었다. 이에 전문가는 ""AI가 만든 것""이라며 별 다른 노력 없이 1분도 안 걸려 영상을 만들 수 있다고 했다. 제작진은 문제가 된 해당 채널에 연락을 취했지만 연락이 닿지 않았다. 이에 한 제보자는 과거 성행하던 사이버 렉커가 최근에는 AI 영상을 통해 익명 활동을 펼치고 있고 한 명이 여러 채널을 만들어 양산형 영상을 생산하고 있다고 했다. 전문가는 "" 이미 수익화되어 있는 채널에서 가짜 영상을 업로드해 수익을 바로 챙기고 있다""라며 한 명이서 10개 이상의 채널을 만들어 수익 활동을 하는 것 같다고 지적했다. 제작진은 이에 구글코리아 측에 관련 질문을 하고자 했으나 어떠한 답변도 들을 수 없었다. 관계자는 ""수준이 낮은 영상들을 자체적으로 걸러내고 채널을 삭제하는데 문제 영상의 진위 여부를 확인하기는 어렵다""라며 어려움을 토로했다. 가짜 사망 뉴스는 허위 사실 유포로 형사 처벌 대상이 된다. 하지만 처벌로 이어지기는 어려운 것이 현실. 최근 사이버 레커 탈덕수용소에 대해 미국 법원에 디스커버리 신청을 해서 국내 최초로 계정주의 신상을 확인해 낸 사례가 있다. 이것이 현재로서는 계정주의 신상을 알아내는 유일한 방법인 것. 이에 전문가는 ""국정기획위원회에서 방송법 TF를 만들어서 방송법을 개정하려는 움직임이 있다. 신원 확인을 좀 더 간편하고 빨리할 수 있는 방법, 이런 사람들이 나타나지 않도록 경제적 수익을 몰수하고 징벌적 손해배상을 해서 더 큰 손해를 부과시켜서 처벌을 강화하는 방법 등 다양한 것들이 논의 중이다""라고 밝혔다. 마지막으로 가짜 뉴스의 피해자가 된 이들은 ""사망이라는 단어 자체가 충격적이다. 이런 뉴스가 있다면 한 번쯤은 포털을 통해 이름을 검색하고 공신력 있는 기사가 아니라면 가짜라는 인식을 가지면 좋을 것 같다""라고 당부했다. (김효정 에디터)"
"경남FC 이강희, 오스트리아 명문 빈 이적…4년 계약",2025-06-28 11:19:00,서대원 기자,"▲ 경남FC 팬들에게 인사하던 이강희. 프로축구 경남FC의 미드필더 이강희(23세) 선수가 오스트리아 명문 클럽 아우스트리아 빈 유니폼을 입고 새로운 도전에 나섭니다. 아우스트리아 빈은 27일(현지 시간) 구단 홈페이지를 통해 ""이강희가 경남FC에서 이적한다. 23세의 수비형 미드필더 이강희는 메디컬 테스트를 마쳤고, 28일 처음으로 팀 훈련에 참여한다""면서 ""이강희는 2029년 여름까지 계약했다""고 발표했습니다. 2001년 8월생 이강희는 신평고 출신으로 2020년 수원 삼성에 입단해 프로 선수 생활을 시작했습니다. 하지만 수원에서는 리그 경기에 한 차례도 나서지 못했고 2022년 부산 아이파크, 2023년 경남FC에서 임대 선수로 뛰며 서서히 이름을 알렸습니다. 이후 2023년 7월 경남으로 완전히 이적했습니다. 2022년 부산에서 데뷔한 뒤 K리그2 통산 100경기(플레이오프 2경기 포함)를 뛰며 2골 3도움을 기록했습니다. 아울러 이강희는 20세 이하(U-20) 대표로 1경기(1골), 23세 이하(U-23) 대표로 8경기를 뛰었고, 지난해 아시아축구연맹(AFC) U-23 아시안컵에서도 활약했습니다. 이미지 확대하기 189㎝(한국프로축구연맹 선수 정보 기준)의 장신인 이강희는 주 포지션이 수비형 미드필더이지만 중앙수비수, 스트라이커로도 뛸 수 있는 다재다능한 선수입니다. 이강희는 구단 홈페이지에 ""오스트리아와 빈에 오게 돼 매우 기쁘다. 긴장되지만, 어릴 때부터 꿈꿔왔던 유럽 무대에 서게 돼 더욱 의욕이 생긴다""고 소감을 전했습니다. 1911년 창단한 빈은 오스트리아 분데스리가에서 라피트 빈(32회)에 이어 두 번째로 많은 24차례 우승을 차지한 전통의 강호입니다. 2024-2025시즌에는 리그 3위를 차지해 다음 시즌 유럽축구연맹(UEFA) 유로파 콘퍼런스리그 예선에 참가합니다."
"고우석, 디트로이트 마이너리그팀 이적 후 첫 등판…1이닝 1실점",2025-06-28 11:15:00,서대원 기자,"▲ 고우석 고우석이 미국프로야구 디트로이트 타이거스 산하 마이너리그팀 트리플A 털리도 머드헨스 이적 후 처음 마운드에 올라 고전했습니다. 고우석은 미국 오하이오주 털리도의 피프스서드필드에서 열린 샬럿 나이츠(시카고 화이트삭스 산하)와 홈경기에 구원 등판해 1이닝 동안 안타 2개를 맞고 1실점 했습니다. 폭투도 1개 범했습니다. 6회 초 마운드에 오른 고우석은 첫 타자 브라이언 라모스를 시속 142㎞ 컷 패스트볼로 유격수 땅볼 처리했습니다. 다음 타자 드루 베이커에게는 커터를 던지다가 중전 안타를 내줬습니다. 고우석은 이어 애덤 해켄버그를 상대로 시속 152㎞ 직구를 던져 헛스윙 삼진을 잡았습니다. 하지만 베이커가 2루를 훔쳤고, 고우석은 폭투까지 범해 베이커의 3루 진루도 허용했습니다. 고우석은 투아웃 3루에서 브룩스 볼드윈에게 적시타를 맞고 실점했습니다. 고우석은 콜슨 몽고메리를 1루수 직선타로 잡아내고서 이적 후 첫 등판을 마쳤습니다. 고우석은 공 19개를 던졌고, 최고 구속은 시속 152.6㎞(94.8마일)였습니다. 고우석의 올 시즌 트리플A 평균자책점은 1.59에서 2.70(6⅔이닝 8피안타 2실점)으로 올랐습니다. 고우석은 지난 18일 마이애미 말린스 산하 잭슨빌 점보슈림프에서 방출당했습니다. 빅리그 진출 꿈을 포기하지 않은 고우석은 국내 복귀가 아닌 미국 잔류를 선택했고, 25일 디트로이트와 마이너리그 계약을 했습니다."
"임종훈-신유빈, WTT 자그레브 혼복 결승행…한일전 완승",2025-06-28 11:13:00,서대원 기자,▲ WTT 자그레브 혼합복식에 출전한 임종훈(왼쪽)과 신유빈 한국 탁구 혼합복식의 간판 임종훈-신유빈 조가 '월드테이블테니스(WTT) 컨텐더 자그레브 2025'결승에 진출해 2주 연속 우승에 도전하게 됐습니다. 임종훈-신유빈 조는 크로아티아 자그레브에서 열린 대회 혼합복식 준결승에서 일본의 '남매 복식조'인 하리모토 도모카즈-하리모토 미와 조를 3대 0(11-3 14-12 11-3)으로 완파했습니다. 결승에 오른 임종훈-신유빈 조는 중국의 황유정-천이 조와 우승을 다툽니다. 지난해 파리 올림픽과 지난달 카타르 도하 세계선수권(개인전)에서 동메달을 수확했던 임종훈-신유빈 조는 지난주 'WTT 스타 컨텐더 류블랴나 2025'에 이어 2주 연속 우승을 노립니다. 이미지 확대하기 임종훈은 안재현과 호흡을 맞춘 남자복식에서는 4강에 올라 중국의 황유정-쉬페이 조와 준결승전을 치릅니다.
"내란 특검 ""가급적 윤 전 대통령 외환 혐의도 조사할 생각""",2025-06-28 13:10:00,기자명 없음,"내란 특검 ""가급적 윤 전 대통령 외환 혐의도 조사할 생각"" 뉴스 본문 바로가기 전체 메뉴 바로가기 기사 검색창 바로가기 배너 닫기 SBS뉴스 2025년 6월 28일(토) 회원가입 SBS뉴스 주요 서비스 생활·문화 취재파일 TV뉴스 내란 특검 ""가급적 윤 전 대통령 외환 혐의도 조사할 생각"" LIVE 추천 검색어 속보 및 알림 최근 24시간 이내 속보 및 알림을 표시합니다. 전체메뉴 SBS뉴스 전체메뉴 생활 · 문화 TV 네트워크 TV뉴스 모닝와이드 1부 모닝와이드 2부 편상욱의 뉴스브리핑 나이트라인 뉴스토리 뉴스특보 취재파일 軍심戰심 씨네멘터리 골라듣는 뉴스룸 SBS뉴스 브리핑 SBS 낮 종합뉴스 SBS 단독보도 친절한 경제 경제 365 D리포트 탐사리포트 끝까지 판다 현장탐사 비디오머그 스포츠머그 귀에 빡!종원 교양이를 부탁해 스토브리그 스브스뉴스 갓 나온 맛도리 오목교 전자상가 문명특급 바로가기 시청자 게시판 공지사항 스브스프리미엄 지식뉴스 팟캐스트 커뮤니티 SBS연예뉴스 새창 열기 SBS Star 새창 열기 SBS D포럼 새창 열기 FOLLOW SBS NEWS SBS뉴스 공식 유튜브 SBS뉴스 공식 페이스북 SBS뉴스 공식 X SBS뉴스 공식 인스타그램 전체메뉴 닫기 LIVE 팝업 닫기 내란 특검 ""가급적 윤 전 대통령 외환 혐의도 조사할 생각"" SBS 뉴스 Seoul 2025.06.28 11:11 2025.06.28 13:10 기사 본문 프린트 글자 크기 크게보기 글자크기 작게보기 이미지 확대하기 내란 특검 ""가급적 윤 전 대통령 외환 혐의도 조사할 생각"" (SBS 디지털뉴스편집부)"
"윤 대리인단 ""공개적 망신주기…피의자 인권 존중 전혀 없어""",2025-06-28 11:07:00,권지윤 기자,"▲ 윤석열 전 대통령이 28일 피의자 신분으로 내란특검 조사를 받기 위해 서울 서초구 서울고검 청사로 출석하고 있다. 윤석열 전 대통령이 공개 소환에 응하면서도, 내란특검팀을 겨냥해 ""피의자 인권에 대한 존중이 전혀 없다""며 법적 의무까지 위반했다고 강도 높게 비판했습니다. 윤 전 대통령 측 법률대리인단은 출석 직후 입장문을 통해 ""이미 유죄가 확정된 듯 전 국민이 피해자이므로 피의자의 인권은 후순위여도 문제가 없다는 발언에 아연 질색했다""고 밝혔습니다. 앞서 내란특검팀이 '계엄의 피해자는 전 국민'이라는 발언을 문제 삼은 겁니다. 대리인단은 이어 ""말장난과 존재하지 않는 사실로 전직 대통령을 소환해 조사하겠다는 것은 수사가 아니라 조작을 하겠다는 것과 다르지 않다""며 ""정치적 선동이자 여론몰이일 뿐""이라고 밝혔습니다. 공개 소환을 두고도 날 선 비판을 이어갔습니다. 대리인단은 ""특검은 국민의 알권리를 내세우고 있으나 국민이 알고자 하는 것은 진실일 뿐 특정인을 공개적으로 망신 주기 위한 사진 한 장이 아니다""라면서 ""특검의 정치적 중립성과 공정한 수사 의지에 의문을 갖게 한다""고 말했습니다. 특검이 체포영장 기각 이후 소환 통보를 두고도 '사전 협의 없는 일방적 언론 공개'로 규정하며, ""문재인 정부가 폐지한 포토라인과 유사한 공개소환의 방식을 강요했다""는 입장을 밝혔습니다."
"최문순 전 강원지사, 알펜시아 리조트 입찰방해 혐의로 재판행",2025-06-28 11:06:00,김지욱 기자,"▲ 최문순 전 강원지사 최문순 전 강원도지사가 평창 알펜시아 리조트 입찰방해 혐의 등으로 재판에 넘겨졌습니다. 28일 법조계에 따르면 서울중앙지검 강력범죄수사부 (김보성 부장검사)는 지난달 30일 최 전 지사를 입찰방해 및 부패방지법 위반 혐의로 불구속 기소했습니다. 최 전 지사는 강원개발공사 직원을 통해 입찰 가격 등 미공개 정보를 KH그룹에 알려준 혐의를 받습니다. 강원도는 평창 동계올림픽이 끝난 뒤 재정난 등으로 알펜시아를 공개 매각하려 했지만 4차례 유찰됐습니다. 리조트는 2021년 경쟁 입찰 방식으로 KH그룹 특수목적법인인 KH강원개발에 7천115억 원에 매각됐습니다. 하지만 당시 입찰에 KH그룹 계열사들만 참여한 사실이 드러나 담합 의혹이 제기됐습니다. 최 전 지사 등이 알펜시아 리조트를 고의로 헐값에 매각한 것 아니냐는 논란이 불거졌습니다. 검찰은 KH그룹이 강원도로부터 받은 정보로 입찰과 유찰을 반복하면서 200억 원 상당의 이익을 봤다고 판단한 걸로 알려졌습니다. 최 전 지사는 2023년 7월 검찰 조사 당시 언론에 ""내가 (매각)하기 위해서 노력하는 과정이 있었다. 열심히 노력한 것""이라며 ""최종 입찰 가격을 알려줄 수 있는 정보도 없었다""고 말했습니다. 자산을 매각하고자 했을 뿐이라며 혐의를 부인하는 입장이었습니다. 검찰은 해외 도피 중인 배상윤 KH그룹 회장이 귀국하는 대로 최 전 지사와의 공모 혐의 등을 조사할 예정입니다. 알펜시아 의혹에 관한 검찰 수사가 진행되던 2022년 6월 압수수색을 당한 뒤 해외로 도피한 배 회장은 최근 SBS와의 인터뷰를 통해 8월 귀국하겠다는 입장을 밝혔습니다. 그는 대북송금 의혹, KH그룹 주가조작 의혹 등에도 연루돼 수사선상에 올랐습니다."
"내란 특검 ""조사실 6층…박창환 경찰청 중대범죄수사과장 조사""",2025-06-28 11:41:00,기자명 없음,"내란 특검 ""조사실 6층…박창환 경찰청 중대범죄수사과장 조사"" 뉴스 본문 바로가기 전체 메뉴 바로가기 기사 검색창 바로가기 배너 닫기 SBS뉴스 2025년 6월 28일(토) 회원가입 SBS뉴스 주요 서비스 생활·문화 취재파일 TV뉴스 내란 특검 ""조사실 6층…박창환 경찰청 중대범죄수사과장 조사"" LIVE 추천 검색어 속보 및 알림 최근 24시간 이내 속보 및 알림을 표시합니다. 전체메뉴 SBS뉴스 전체메뉴 생활 · 문화 TV 네트워크 TV뉴스 모닝와이드 1부 모닝와이드 2부 편상욱의 뉴스브리핑 나이트라인 뉴스토리 뉴스특보 취재파일 軍심戰심 씨네멘터리 골라듣는 뉴스룸 SBS뉴스 브리핑 SBS 낮 종합뉴스 SBS 단독보도 친절한 경제 경제 365 D리포트 탐사리포트 끝까지 판다 현장탐사 비디오머그 스포츠머그 귀에 빡!종원 교양이를 부탁해 스토브리그 스브스뉴스 갓 나온 맛도리 오목교 전자상가 문명특급 바로가기 시청자 게시판 공지사항 스브스프리미엄 지식뉴스 팟캐스트 커뮤니티 SBS연예뉴스 새창 열기 SBS Star 새창 열기 SBS D포럼 새창 열기 FOLLOW SBS NEWS SBS뉴스 공식 유튜브 SBS뉴스 공식 페이스북 SBS뉴스 공식 X SBS뉴스 공식 인스타그램 전체메뉴 닫기 LIVE 팝업 닫기 내란 특검 ""조사실 6층…박창환 경찰청 중대범죄수사과장 조사"" SBS 뉴스 Seoul 2025.06.28 11:03 2025.06.28 11:41 기사 본문 프린트 글자 크기 크게보기 글자크기 작게보기 이미지 확대하기 ▲ 서울고등검찰청 내란 특검 ""조사실 6층…박창환 경찰청 중대범죄수사과장 조사"" (SBS 디지털뉴스편집부)"
윤 전 대통령 내란 특검 첫 출석…조사 내용은?,2025-06-28 11:01:00,임찬종 기자,"<앵커> 지금 검은색 카니발 차량이 서울고검에 들어오는 모습이 화면에 나오고 있습니다. Q. 고검 도착한 윤 대통령? [임찬종 기자 : 방금 말씀하신 것 중에 입성은 아니고, 고검에 도착을 해서 이제 고검 지하주차장으로 입장을 하려고 하는 것 같은데, 제가 지금 위치를 설명드리면, 저기 가운데 보이는 저 멀리 보이는 흰색 건물이 고검 건물입니다. 서울고등검찰청 건물인데, 저 카니발에 만약에 윤석열 전 대통령이 타고 있다면 지금 지하주차장으로 가지 않고 바로 지상 주차장, 그러니까 1층 현관으로 통하는 지상 주차장으로 향하고 있는 것으로 보입니다. 다만, 지금 저 카니발 검은색 SUV 차량에 윤석열 전 대통령이 타고 있는지 여부는 지금 정확하게 보이지는 않지만, 아마 그렇게 추정이 되는데 저 차량이 맞다면 지금은 거의 다 올라와서 고검 현관 앞에 지상 주차장 쪽으로 거의 도착한 모습입니다. 지금 거의 현관 앞까지 도착한 모습이거든요. 지금 현관 앞에 세우려고 하는 거 보니까 윤석열 전 대통령이 곧바로 현관으로 들어온 것 같습니다. 아마 저 차에서 내려서 이제 곧 서울고등검찰청, 서울고검 청사로 입장할 것으로 보입니다.] Q. 결국 1층 출입, 의미는? Q. 특검도 강경한 입장? Q. 내란 특검 첫 조사 내용은? Q. 심야 조사 가능성은? ※ 자세한 내용은 동영상으로 확인하실 수 있습니다. (SBS 디지털뉴스편집부)"
"임진희-이소미, LPGA 투어 '팀 대회' 2라운드 6위",2025-06-28 10:55:00,서대원 기자,"▲ 이소미 미국여자프로골프(LPGA) 투어 '팀 대회'인 다우 챔피언십 2라운드에서 임진희와 이소미가 6위에 올랐습니다. 임진희와 이소미는 미국 미시간주 미들랜드의 미들랜드 컨트리클럽에서 열린 대회 2라운드에서 7언더파를 합작했습니다. 1라운드에서 선두와 1타 차 공동 2위였던 두 선수는 중간 합계 10언더파, 단독 6위로 순위가 약간 내려갔습니다. 이미지 확대하기 합계 13언더파 단독 선두인 제니퍼 컵초(미국)-리오나 머과이어(아일랜드)와 격차는 3타입니다. LPGA 투어에서 유일하게 2인 1조로 경기하는 이 대회에서는 1, 3라운드는 공 하나로 같은 팀 선수 2명이 번갈아 샷을 하고, 2라운드와 4라운드는 2명이 각자 공으로 경기해 매 홀 더 좋은 점수가 그 팀의 성적으로 기록됩니다. 박성현과 윤이나는 2라운드에서 10언더파를 합작해 합계 8언더파 공동 9위로 뛰어올랐고, 후루에 아야카(일본)와 한 조를 이룬 안나린도 공동 9위에 자리했습니다. 전지원-이미향, 김세영-오스턴 김(미국)은 공동 28위(합계 4언더파)로 컷을 통과했습니다."
