제목,날짜,기자명,본문
윤석열 첫 조사 박창환 총경은…특수수사 경험 많은 법률전문가,2025-06-28,정환봉 기자,"기사를 읽어드립니다 Your browser does not support the audio element. 0 지난 4월16일 경찰 비상계엄 특별수사단이 대통령실과 공관촌에 대한 압수수색에 나선 가운데 박창환 경찰청 중대범죄수사과장이 기자들의 질문에 답하고 있다. 대통령실사진기자단 3대 특검이 출범한 뒤 윤석열 전 대통령을 처음으로 조사하게 된 박창환 경찰청 중대범죄수사과장(총경)은 경찰 내에서 반부패수사 경험이 많은 법률전문가로 꼽힌다. 윤 전 대통령은 28일 특검팀 사무실이 마련된 서울 서초동 서울고검 6층에서 자신의 체포영장 집행을 방해한 혐의(특수공무집행 방해)에 대해 박 총경에게 조사를 받고 있다. 내란 사건을 수사하는 조은석 특별검사팀에 파견된 박 총경은 지난해 12·3 비상계엄 직후 경찰이 꾸린 국가수사본부 비상계엄 특별수사단에서 총괄 역할을 하며 법률 검토 등을 담당했다. 또 윤 전 대통령이 지난 1월3일 고위공직자범죄수사처와 경찰의 체포영장 집행을 방해한 혐의를 집중적으로 수사해왔다. 박 총경은 경찰대 15기로 재직 중 사법시험에 합격(사법연수원 42기)해 변호사 자격을 취득했다. 이어 서울경찰청 광역수사대, 경찰청 중대범죄수사과 등에서 근무하며 특수수사 경험을 쌓아왔다. 박 총경은 지난 2019년 서울경찰청 광역수사대 광역2계장으로 일하며 ‘클럽 버닝썬 사건’ 수사를 이끌며 가수 승리와 정준영 등이 카카오톡 단체대화방에서 ‘경찰총장’으로 부른 윤아무개 총경을 직권남용 혐의 등으로 수사한 바 있다. 중대범죄수사과장 시절인 지난해에는 7조원 규모의 한국형 차기 구축함 사업의 사업자 선정 비리 의혹을 수사하며 전 방위사업청장을 구속해 검찰에 넘기기도 했다. 광고 이날 특검팀의 박지영 특검보는 윤 전 대통령의 조사가 시작된 직후 기자들에게 “조사는 경찰에서 이 사건 수사를 맡아온 박창환 총경이 담당”한다며 “박 총경은 특검에 파견된 엘리트 수사통으로 이 사건 수사를 처음부터 이끌어왔기 때문에 누구보다 사건을 잘 파악하고 있다는 점을 고려”했다고 밝혔다. 아울러 “오롯이 수사논리, 수사의 효율성에 따른 것”이라고 덧붙였다. 실제 지난 18일부터 수사를 개시한 특검팀은 윤 전 대통령의 특수공무집행 방해 혐의에 대한 수사기록 등을 제대로 살필 시간이 부족할 수밖에 없다. 이 때문에 특검팀 입장에서는 기존에 해당 사건 수사를 해 온 박 총경이 조사를 담당하는 것이 가장 합리적인 선택이다. 아울러 앞서 경찰 특수단은 이 사건과 관련해 윤 전 대통령에게 세번 소환통보를 한 바 있으며, 실제 출석을 대비해 질문지 등을 마련해뒀던 것으로 알려졌다. 광고 광고 하지만 윤 전 대통령 쪽은 이날 입장을 내고 “피고발인으로 하여금 고발인을 조사”하도록 하고 있다며 반발했다. 윤 전 대통령의 변호인은 “윤석열 전 대통령에 대한 체포 방해 혐의는 경찰 공무집행의 적법성과 영장의 위법성이 먼저 밝혀져야 한다”라며 “윤석열 전 대통령 측은 이미 경찰 관련자들을 고발하였는데, 현재 조사를 진행하고 있는 박창환 총경 역시 불법체포를 지휘한 사람으로 고발되어 있다”고 주장했다. 이어 “경찰의 불법성에 면죄부를 주기 위한 것인지, 아니면 조사 준비가 되어 있지 않은 특검이 경찰에게 조사를 부탁해야 하는 민망한 상황인지 묻지 않을 수 없다”라고 덧붙였다. 정환봉 기자 bonge@hani.co.kr 곽진산 기자 kjs@hani.co.kr"
MI6 최초 여성 국장의 할아버지는 나치 스파이…“만난 적도 없다”,2025-06-28,윤연정 기자,"기사를 읽어드립니다 Your browser does not support the audio element. 0 블레이즈 메트러웰리(47)가 영국의 대외정보기관 비밀정보국(MI6) 신임 국장이자 최초의 여성 국장으로 뽑혔다. AP 연합뉴스 영국의 대외정보기관 비밀정보국(MI6) 신임 국장이자 최초의 여성 국장으로 뽑힌 블레이즈 메트러웰리(47)의 할아버지가 악명 높은 나치 스파이인 것으로 밝혀졌다. 27일(현지시각) 영국 데일리 메일과 비비시(BBC)는 메트러웰리의 할아버지인 콘스탄틴 도브로월스키가 독일·폴란드·우크라이나계로 소련 붉은 군대 소속이었다가 우크라이나 체르니히우 지역에서 나치 정보원으로 활동한 인물이었다고 밝혔다. 당시 도브로월스키는 ’도살자’, ’30번 요원’이라는 별칭으로 불린 것으로 기록돼 있었고, 지역 정보 수장으로까지 승진한 것으로 알려졌다. 소련은 그가 ’우크라이나 인민에 최악의 적’이라며 5만루블 현상금을 내걸기도 했다. 광고 전쟁 이후 도브로월스키의 아내 바바라는 생후 두 달 된 아들 콘스탄틴 주니어와 함께 영국으로 이주했고, 1947년 데이비드 메르트웰리와 결혼하면서 콘스탄틴 주니어의 성도 바뀌게 된다. 영국 비밀정보국의 신임 국장의 아버지인 콘스탄틴 주니어는 영국군에서 방사선과 의사로도 복무했다. 메트러웰리 신임 국장은 조부가 나치 부역자였다는 보도가 나오자 외무부를 통해 성명을 냈다. 영국 비비시(BBC)에 따르면 외무부 대변인은 “메트러웰리는 친조부를 한 번도 만난 적이 없고 알지도 못한다”며 “여러 동유럽계 사람들의 경우와 마찬가지로 메트러웰리 가문은 많은 갈등과 분열을 겪었고, 조상과 관련한 일은 완전히 밝혀지지 않은 채 부분적으로만 이해되고 있다”고 설명했다. 광고 광고 이어 “이러한 복잡한 배경을 알기에 메트러웰리는 비밀정보국 차기 국장으로서 갈등을 막고 적대적인 국가들의 위협으로부터 영국 국민들을 보호하겠다는 사명감을 가질 수 있었다”고 전했다. 현재 비밀정보국 기술 부서의 총괄책임자인 메트러웰리는 5년 임기를 마치고 물러나는 외교관 출신 리처드 무어 국장의 뒤를 이어 오는 10월1일 18대 국장에 취임한다. 116년 역사상 최초의 여성 국장이 되는 것이다. 메트러웰리는 영국 케임브리지대에서 사회인류학을 전공한 뒤 1999년 비밀정보국에 합류했다. 이후 중동과 유럽 등지에서 25년간 첩보 경력을 쌓았다. 윤연정 기자 yj2gaze@hani.co.kr"
노는 법을 잊어버린 우리에게 [.txt],2025-06-28,기자명 없음,"기사를 읽어드립니다 Your browser does not support the audio element. 0 넉 점 반 l 윤석중 시, 이영경 그림, 창비(2004) 우리 아동문학의 큰 산 윤석중 선생이 1940년에 쓴 동시가 웃음을 머금게 하는 정겨운 그림을 만나 이토록 사랑스러운 책이 되었다. ‘넉 점 반’은 네 시 반이라는 뜻이다. 한복 차림에 짧은 머리의 귀여운 여자아이가 검정 고무신을 신고 어디론가 타박타박 가는 모습으로 시작하는 그림책. 시계가 귀했던 시절, 엄마가 가게에 가서 지금 몇 시인지 알아보고 오라는 심부름을 시켰다. 영감님이 “넉 점 반이다” 하고 알려주자 아이는 잊을세라 “넉 점 반, 넉 점 반” 되풀이하며 나온다. 이제 집으로 가야 하는데, 눈길 닿는 곳마다 재미있는 공간이 새로 열리고 아이는 그리로 빠져든다. 가게 앞에서 물 먹는 닭 구경하고, 그 옆으로 먹이를 옮기는 개미 떼를 발견하고는 쪼그려 앉아 또 한참을 구경하고, 고개를 드니 보이는 잠자리 따라 팔랑팔랑 돌아다니고, 분꽃에 앉은 잠자리 잡으려다 분꽃 따 물고 놀고, 그러다 결국은 해가 꼴딱 져서 돌아왔다. “엄마, 시방 넉 점 반이래.” 엄마의 어이없는 표정과, 따온 분꽃을 툇마루에 올려놓고 슬그머니 저녁상에 끼어 앉으러 가는 아이의 모습에 속절없이 웃음이 난다. 오래된 동시이건만, 시간을 잊어버린 이 아이처럼 우리도 그사이에 놓인 시간을 잊고 추억에 폭 빠져든다. 세상 만물이 놀잇감이고 동네가 큰 놀이터였던 어린 시절, 시간은 참 잘도 흘렀다. 호기심이 닿는 곳을 따라 헤매다 보면 어느새 하루가 훌쩍 가 있었다. 시간의 철학자 앙리 베르그송은 기계적이고 수학적인 시간과 대비되는 창조적 ‘흐름’으로서의 시간을 논했다. 기계의 시간이 아닌 인간의 시간. 책 속 아이는 시계가 가리키는 시간과는 다른 차원의 시간에서 노닌다. 자연이 이끄는 대로 느긋하게 보고 만지고 느낄 줄 아는 작은 인간. 호기심 많고, 여유롭고, 당당하다. 자고로 아이란 이래야 하지 않을까. 그림책을 끝까지 보면 알겠지만 사실 아이네 집은 가게 바로 옆이다. 코앞이면 닿을 거리를 구불구불 빙 둘러 집에 도착하고도 당당한 아이를 보면서, 쫓기듯 집과 학원을 직선으로 오가며 늘 주눅 든 듯한 요즘 아이들 모습을 떠올린다. 아이들에게는 지름길보다 에움길이 어울린다. 광고 ‘7살 고시’라는 희한한 말을 들었다. 일곱 살이면 아직 세상을 커다란 놀이공원처럼 느껴야 하는 나이다. 스크린만 쳐다보며 재미를 구하는, 마음이 가난해져 버린 어른이 쓸데없는 권위로 저 찬란한 시간을 방해해서는 안 되지 않을까. 어린이를 앞에 둔 어른은 준수보다는 순수를 말하고, 경쟁보다는 경이를 감각하게 해주어야 한다. 그게 어른의 일이다. 실은 어른들도 호모 루덴스를 죄인 취급하는 사회, 놀이하는 인간을 도저히 참아주지 못하는 이 ‘분초(分秒)사회’의 피해자인지 모른다. 어른이 바쁘니 아이들도 덩달아 바쁘다. 시간을 ‘기계적으로 버텨내야 하는 연속된 숫자’가 아니라, ‘몰입을 통한 창조적인 흐름’으로 만들 수 있게끔 허락하고 지켜주는 사회가 필요하다. 빨리 마치라는 듯 재촉하는 마침표, 끈적이는 물음표와 뜨거운 느낌표는 분꽃 속에 잠시 넣어두고 작은 쉼표를 하나 찍어보는 건 어떨까. 넉 점 반. 그렇게 하루의 절반을 딱 접어 쉬기에도 좋은 시간이고, 그런 시간에 보기에는 더 좋은 작품이다. 시간은 숫자가 아니라 추억이고 몰입이며 생(生)이다. 광고 광고 이진민 철학자"
"김동식의 ‘지금, 이 문장’ [.txt]",2025-06-28,선임 기자,"기사를 읽어드립니다 Your browser does not support the audio element. 0 김동식 l 10년간 결근 한번 없이 주물공장에서 일했다. 2016년 한 커뮤니티 게시판에 창작 소설을 올리기 시작했고 2017년 `회색 인간'을 내며 작품 활동을 시작했다. `세상에서 가장 약한 요괴', `김동식 소설집' 등 다수의 책을 출간했다. “아직도 작가가 꿈인 학생이 있다고?” 농담 반 진담 반의 이 말은 내가 실제로 들은 말이다. 하지만 많다. 아주 많다. 학교 강연을 다니다 보면 생각보다 많은 아이가 작가를 꿈꾸는 걸 보게 된다. 그러면 난 한순간의 망설임도 없이 바로 말한다. “작가, 참 좋은 직업입니다.” 광고 직업이 작가인 사람은 그렇게 말해야 할 의무가 있다. 중간에 많은 생략이 있겠지만, 궁극적으로 그렇게 생각해야만 그 일을 계속할 수 있을 테니까. 그런데 작가가 꿈인 아이들은 수십년 전이나 지금이나 똑같은 말을 듣고 있다. “그걸로 먹고살 수 있겠어?” 사실 이건 잘 먹고 잘사는 요즘 작가들의 모습으로 얼마든지 반박이 가능하다. 하지만 최근 반박하기 힘든 말이 나와 버렸다. “어차피 인공지능(AI)이 소설 다 써주잖아?” 광고 광고 인공지능 패배주의. 꿈을 접기에 가장 효과적인 논리가 탄생한 거다. 작가뿐만이 아니다. 다른 모든 꿈도 저 논리로 좌절시킬 수 있는 세상이 와 버렸다. “저렇게 말하면 전 뭐라고 말해야 돼요, 작가님?” 광고 꿈이 흔들리는 아이에게 뭐라고 말해줘야 할까? 시니컬한 척, 현실이랍시고 패배주의를 말해주는가? 아니다. “인공지능이 아무리 소설을 잘 써도 작가를 대체할 순 없습니다. 걔가 모든 걸 대체해도, 우리 개인의 고유성을 대체할 순 없으니까요.” 나의 라임오렌지나무l J.M. 바스콘셀로스, 박동원 옮김, 동녘 같은 공장에서 같은 재료로 만든 똑같은 가방도 ‘명품'과 ‘짝퉁'으로 가치는 천지 차이 난다. 명품은 고유한 ‘헤리티지’(유산)로 평가받기 때문이다. 꿈을 꾸는 삶도 인간 개인의 헤리티지를 쌓는 과정이다. 그렇게 이룬 결과물이 에이아이와 똑같은 가치일 리 없다. 그 가치를 매기는 주체가 같은 인간이니까. 그렇기에 난 아직도 작가가 꿈인 학생들에게 말할 수 있다. 에이아이가 널 대체할 순 없다고. 광고 ‘넌 태양이 될 거야. 별들이 네 주변에서 빛나게 될 게다.'(‘나의 라임오렌지나무’ 가운데) 김동식 작가 김동식 작가. 강재훈 선임기자 khan@hani.co.kr"
"결국 공개 출석한 윤석열, ‘체포 저지’부터 추궁…심야 조사는 미정",2025-06-28,곽진산 기자,"기사를 읽어드립니다 Your browser does not support the audio element. 0 윤석열 전 대통령이 28일 피의자 신분으로 내란 사건을 수사하는 조은석 특별검사팀의 조사를 받기 위해 서울 서초구 서울고검 청사로 출석하고 있다. 공동취재사진 내란 사건을 수사하는 조은석 특별검사팀이 28일 윤석열 전 대통령에 대한 소환조사를 시작했다. 특검팀은 우선 윤 전 대통령이 대통령경호처에 자신에 대한 체포영장 집행을 막으라고 지시한 혐의에 대해 조사한 뒤 상황에 따라 외환 혐의와 12·3 비상계엄 선포 국무회의 과정 등도 조사할 방침이다. 박지영 특검보는 이날 기자들과 만나 “(윤 전 대통령에 대해) 10시14분 서울고검 6층에서 먼저 체포영장 청구된 피의사실과 관련한 조사를 진행했다”면서 “해당 수사는 그간 사건을 맡아온 경찰청 중대범죄수사과장 박창환 총경이 담당한다”고 말했다. 박 특검보는 “(박 총경은) 엘리트 수사통으로 이 사건 수사를 처음부터 이끌어와서 누구보다 잘 파악하고 있는 점을 고려했다”고 설명했다. 이날 조사에는 경감급 경찰 2명도 함께한다. 윤 전 대통령 쪽은 채명성, 송진호 변호사 두 명이 입회했다. 특검팀은 이날 조사에 앞서 약 10분간 박억수 특검보 등이 윤 전 대통령 쪽에 조사 일정을 간단히 설명하고 조사실로 안내했다고 한다. 이 자리에서 공개소환 방식과 관련해 윤 전 대통령 변호인 쪽의 항의가 있었던 것으로 알려졌다. 박 특검보는 “(박 특검보 설명 때) 조사, 출석 관련해서 변호인 의견이 있었다”고 했다. 윤 전 대통령 변호인단은 이날 “수사기관이 일방적으로 (피의자에게 출석을) 통보하거나 출석 장면을 공개하여 피의자의 인권을 침해해서는 안 되는 것”이라며 “(특검이) 문재인 정부가 폐지한 포토라인과 유사한 공개소환의 방식을 강요하고 있다”라고 주장했다. 광고 특검팀은 이날 가능하다면 외환 및 비상계엄 선포 국무회의에 대한 수사도 진행할 예정이라고 밝혔다. 박 특검보는 “수사 시간을 고려해서 이날 외환 수사도 이어질 것으로 보인다”며 “다만 현재 조사 중인 혐의에 대한 조사가 길어지면 (조사가) 어렵겠지만, 외환 혐의도 조사하려는 생각이다”라고 말했다. 박 특검보는 ‘비상계엄 선포 국무회의도 조사하냐’라는 질문에 “그것도 조사 들어갈 것”이라고 답변했다. 다만 이날 심야 조사가 이뤄질지는 미지수다. 수사기관이 저녁 9시 이후 조사를 이어가기 위해서는 피의자의 동의가 필요하다. 윤 전 대통령이 동의하지 않으면 저녁 9시 이전에 조사를 마무리해야 한다. 박 특검보는 “윤 전 대통령의 심야 조사 이런 것은 그때 가서 확인”할 것 이라고 밝혔다. 광고 광고 한편 윤 전 대통령은 이날 식사를 청사 내에서 해결할 것으로 알려졌다. 이 때문에 조사를 마칠 때까지 외부에 모습을 드러내지 않을 전망이다. 곽진산 기자 kjs@hani.co.kr"
트럼프 “캐나다와 무역협상 즉시 중단”…‘디지털세’ 부과 반발,2025-06-28,윤연정 기자,"기사를 읽어드립니다 Your browser does not support the audio element. 0 지난 27일(현지시각) 도널드 트럼프 미국 대통령이 워싱턴 백악관 브리핑룸에서 기자회견을 하는 중 질문할 기자를 지목하는 모습. AP 연합뉴스 도널드 트럼프 미국 대통령이 캐나다와 진행 중이던 모든 무역 협상을 즉시 중단한다고 선언했다. 캐나다가 미국 기업을 상대로 디지털세를 부과한다는 이유에서다. 27일(현지시각) 트럼프 대통령은 소셜미디어 트루스소셜에서 캐나다를 “무역하기 까다로운 나라”라고 칭하며 캐나다의 디지털 서비스세 부과 발표에 대해 “이것은 우리나라에 대한 직접적이고 노골적인 공격”이라고 밝혔다. 이어 “이런 터무니없는 세금 조치에 따라 우리는 캐나다와의 모든 무역 협상을 즉시 중단한다. 앞으로 7일 이내에 캐나다가 미국과 거래하기 위해 지불해야 할 관세를 통보할 예정”이라고 밝혔다. 캐나다는 이와 관련해 아직 공식적인 견해를 밝히지 않았다. 광고 앞서 마크 카니 캐나다 총리는 무역 협정과 관련해 이달 초 주요 7개국(G7)에서 트럼프 대통령과 만남을 가진 뒤 “30일 이내 합의에 도달하기 위한 협상을 추진할 것”이라고 공식 발표를 했다. 하지만, 캐나다가 30일부터 디지털 서비스세를 부과하겠다는 강경한 입장을 바꾸지 않으면서 트럼프의 태도가 바뀐 것이다. 캐나다의 디지털 서비스세는 기업의 온라인 광고, 사용자 데이터를 활용한 수익, 온라인 장터 등과 관련된 매출에 3% 세금을 부과한다. 연간 글로벌 매출이 7억5천만 유로(약 800억원)를 넘는 기업 중 캐나다에서 올리는 디지털 서비스 매출이 2천만 캐나다 달러 이상인 경우가 과세 대상이다. 다국적 기술기업들이 막대한 수익을 내면서도 조세회피 수단을 이용해 막상 서비스를 판매하는 국가에서는 세금을 내지 않는 문제를 해결하기 위해 도입됐다. 광고 광고 트럼프 행정부는 디지털 서비스세가 구글, 애플, 아마존, 메타 같은 미국의 거대 기술기업을 겨냥해 일방적으로 부과되는 차별적인 관세라고 주장한다. 디지털 서비스세가 다음주 월요일인 30일부터 발효되면서 이에 해당하는 미국 기업들은 당장 20억달러의 세금을 납부해야 하는 상황이라고 에이피(AP)통신은 보도했다. 미국 컴퓨터통신산업협회(CCIA)는 이러한 조치로 미국 기업들이 향후 연간 9억달러에서 23억달러의 손실을 보고 최대 3천개의 일자리가 사라질 수 있다고 추산했다. 윤연정 기자 yj2gaze@hani.co.kr"
[포토] 결국 1층 현관으로…윤석열 특검 첫 조사,2025-06-28,김영원 기자,"기사를 읽어드립니다 Your browser does not support the audio element. 0 윤석열 전 대통령이 28일 오전 내란 특검 조사를 받기 위해 서울 서초구 서울고검에 출석하고 있다. 김영원 기자 forever@hani.co.kr 윤석열 전 대통령이 28일 오전 내란 특검 대면 조사를 받기 위해 서울 서초구 서울고검 현관을 통해 출석했다. 윤 전 대통령쪽과 조은석 특별검사팀은 출석 방식을 놓고 실랑이를 벌였다. 윤 전 대통령은 출석 모습이 언론에 공개되는 것이 적절치 않다며 지하주차장을 통한 출석을 요구했으나, 특검쪽은 전례 없는 특혜를 줄 수 없다며 이를 거부했다. 현장 기자들은 윤 전 대통령이 지하주차장 진입을 시도할 것인지, 서울고검 현관으로 걸어 들어갈 것인지 예측할 수 없어 인원을 분산해 배치하기도 했다. 윤 전 대통령 법률대리인이 앞선 차량에서 내리고, 윤 전 대통령이 탄 차량은 9시54분께 서울고검 청사 현관 앞에 도착했다. 윤 전 대통령은 차에서 내려 취재진의 질문에 답하지 않고 수많은 카메라 셔터 소음 속에서 안으로 걸어갔다. 광고 윤석열 전 대통령이 28일 오전 내란 특검 조사를 받기 위해 서울 서초구 서울고검에 출석하고 있다. 김영원 기자 forever@hani.co.kr 윤석열 전 대통령이 28일 오전 내란 특검 조사를 받기 위해 서울 서초구 서울고검에 출석하고 있다. 김영원 기자 forever@hani.co.kr 윤석열 전 대통령이 28일 오전 서울 서초구 서울고검에 마련된 내란 특검 사무실로 출석하고 있다. 공동취재사진 윤석열 전 대통령이 28일 피의자 신분으로 내란 특검 조사를 받기 위해 서울 서초구 서울고검 청사로 출석하고 있다. 공동취재사진 내란과 외환 등 각종 의혹의 정점에 있는 윤석열 전 대통령에 대한 첫 특검 대면조사가 28일 오전 서울고검에 마련된 특검에 출석하기 위해 차량에서 하차하고 있다. 공동취재사진 김영원 기자 forever@hani.co.kr"
내란 특검 “박창환 총경이 윤석열 대면…외환 혐의도 조사”,2025-06-28,김영원 기자,기사를 읽어드립니다 Your browser does not support the audio element. 0 윤석열 전 대통령이 28일 오전 내란 특검 조사를 받기 위해 서울 서초구 서울고검에 출석하고 있다. 김영원 기자 forever@hani.co.kr 내란 사건을 수사하는 조은석 특별검사팀이 윤석열 전 대통령의 외환 혐의 조사도 염두에 두고 있다고 밝혔다. 박지영 특검보는 윤 전 대통령이 서울고검에 출석한 28일 기자들을 만나 “수사 시간을 고려해 외환 등 수사도 이뤄질 것으로 보인다”라고 밝혔다. 특검팀은 이날 윤 전 대통령을 상대로 지난 1월3일 자신에 대한 체포영장 집행을 막은 혐의를 우선 조사한 뒤 외환 등 혐의에 대한 조사를 이어갈 것으로 보인다. 조사에는 앞서 윤 전 대통령의 체포영장 집행 저지 사건을 수사해 온 박창환 경찰청 중대범죄수사과장(총경)과 경감 2명이 참여하고 있다. 광고 곽진산 기자 kjs@hani.co.kr
윤석열 변호인단 “특검이 공개 소환 강요…정치 수사 분쇄할 것”,2025-06-28,김영원 기자,"기사를 읽어드립니다 Your browser does not support the audio element. 0 윤석열 전 대통령이 28일 오전 내란 사건을 수사하는 조은석 특별검사팀의 조사를 받기 위해 서울 서초구 서울고검에 출석하고 있다. 김영원 기자 forever@hani.co.kr 내란 사건을 수사하는 조은석 특별검사팀의 조사를 받는 윤석열 전 대통령 쪽이 특검팀을 강하게 비판하고 나섰다. 윤 전 대통령 변호인단은 28일 입장을 내고 “수사기관이 일방적으로 (피의자에게 출석을) 통보하거나 출석 장면을 공개하여 피의자의 인권을 침해해서는 안 되는 것”이라며 “(특검이) 문재인 정부가 폐지한 포토라인과 유사한 공개소환의 방식을 강요하고 있다”라고 주장했다. 앞서 윤 전 대통령 쪽은 피의자 인권 보호 등을 이유로 서울고검 지하주차장을 통한 비공개 출석을 요구한 바 있다. 하지만 특검팀은 “특혜는 없다”며 서울고검 중앙현관을 통해 출석해야 한다는 입장을 유지했다. 윤 전 대통령은 결국 이날 오전 9시54분께 서울고검 중앙현관을 통해 조사실로 올라갔다. 광고 변호인단은 “전직 대통령으로서 법치주의의 수호를 최우선에 두었던 윤석열 전 대통령은 특검의 절차위반과 법정의무 위반, 수사를 앞세운 조작 시도에 대해 명백히 지적”한다면서도 “절차적 다툼으로 진실을 밝히는 것에 장애가 생겨서는 안 되기에 금일 조사에 응할 것”이라고 밝혔다. 이어 “허위와 왜곡으로 가득 찬 정치적 목적의 수사를 분쇄할 것”이라고 덧붙였다. 정환봉 기자 bonge@hani.co.kr"
"윤석열, 오전 10시14분 조사 시작…‘체포 저지’ 혐의부터 추궁",2025-06-28,곽진산 기자,"기사를 읽어드립니다 Your browser does not support the audio element. 0 윤석열 전 대통령이 28일 피의자 신분으로 내란 사건을 수사하는 조은석 특별검사팀의 조사를 받기 위해 서울 서초구 서울고검 청사로 출석하고 있다. 공동취재사진 윤석열 전 대통령이 내란 사건을 수사하는 조은석 특별검사팀의 조사를 받기 위해 28일 서울고검에 출석했다. 윤 전 대통령이 특검 조사를 받는 건 이번이 처음이다. 윤 전 대통령을 태운 검은색 에스유브이(SUV) 차량은 이날 오전 9시54분께 서울 서초동 서울고검 중앙현관 앞에 도착했다. 차량에서는 김홍일 변호사가 먼저 내렸고, 곧이어 윤 전 대통령이 남색 양복 차림에 붉은색 넥타이를 맨 채 모습을 드러냈다. 이날 윤 전 대통령의 조사에 입회하는 송진호·채명성 변호사는 윤 전 대통령보다 앞서 도착해 차량에서 내린 뒤 잠시 기다렸다가 윤 전 대통령과 함께 건물 안으로 향했다. 윤 전 대통령은 앞서 특검팀 쪽에 지하주차장으로 출석하겠다는 뜻을 밝힌 바 있지만 특검팀이 이를 받아들이지 않자 결국 공개 출석 방식을 택한 것으로 보인다. 특검팀 쪽은 이날 윤 전 대통령 출석 전부터 서울고검 지하주차장 출입구 쪽에 차단기를 내리고 ‘만차’ 입간판을 세워뒀다. 주차장 안에는 빈 주차공간이 많이 남아있는 상태였다. 광고 포토라인에 들어선 윤 전 대통령은 ‘지하주차장으로 들어가지 않은 이유가 있냐’ ‘조은석 특검을 8년 만에 피의자 신분으로 만나셨는데 어떻게 보시느냐’ ‘진술거부권을 행사하실 거냐’ 등 기자들 질문에 시선조차 돌리지 않으며 묵묵부답으로 일관했다. 윤 전 대통령에 대한 특검팀 조사는 이날 오전 10시14분부터 시작됐다. 특검팀은 윤 전 대통령에게 지난 1월3일 경찰과 고위공직자범죄수사처의 체포영장 집행을 저지하라고 경호처에 지시한 혐의 등에 대해 추궁할 예정이다. 또 계엄 직후 대통령경호처에 군 지휘부의 비화폰 통화내역 삭제를 지시한 혐의와 12·3 비상계엄 선포 직전 국무회의 과정 등도 조사할 계획이다. 광고 광고 이날 서울고검 인근에 100여명의 윤 전 대통령 지지자들은 ‘윤 어게인’을 외치면서 현 정부와 특검에 대해 원색적인 욕설과 비난을 퍼붓기도 했다. 곽진산 기자 kjs@hani.co.kr"
트럼프 “가자 전쟁 휴전 임박…다음주 안에 이뤄질 것”,2025-06-28,윤연정 기자,"기사를 읽어드립니다 Your browser does not support the audio element. 0 27일(현지시간) 워싱턴 디시 백악관에서 테레즈 카이쾀바 와그너(오른쪽) 콩고민주공화국 외무장관과 올리비에 은두훈기레헤 르완다 외무장관과 소통하는 모습. AFP연합뉴스 도널드 트럼프 미국 대통령이 이스라엘과 팔레스타인 무장 정파 하마스 간 가자 전쟁이 1주일 안에 해결될 수 있다고 27일(현지시간) 밝혔다. 트럼프 대통령은 이날 백악관 집무실에서 취재진이 가자지구 휴전 시점을 물어보자 “자주 묻는 말이다. 나는 임박했다고 생각한다”며 “조금 전에 관련 인사들과 통화했다”고 설명했다. 이어 그는 “가자지구에서 벌어지는 상황은 끔찍하다”며 “우리는 다음주 내로 휴전을 이룰 것으로 생각한다”고 밝혔다. 이번 언급은 콩고민주공화국과 르완다의 외무장관을 백악관 집무실로 초대한 행사에서 나왔다. 앞서 미국의 이란 핵 시설 폭격 이후 이스라엘과 이란 사이의 ’12일 전쟁’을 자신이 휴전으로 끌어낸 것처럼 가자지구 휴전도 가능하다는 자신감을 드러낸 것으로 풀이된다. 광고 트럼프 행정부는 지난 몇 주 동안 이스라엘과 하마스 간의 교전 중단을 추진해 왔지만, 현재까지 합의가 이뤄지지 못한 것으로 알려졌다. 아직 이스라엘과 하마스 쪽에서 휴전 합의에 대한 공식적인 언급은 하지 않고 있는 상황이다. 최근 이스라엘은 팔레스타인 무장 세력이 식량 배급을 막고 구호물자를 약탈해 간다며 공격하는 과정에서 무고한 민간인들 피해가 심해지고 있다. 지난 26일 이스라엘방위군(IDF)의 공습으로 가자지구 중부에서 또 18명이 사망했다. 앞서 알자지라 방송은 가자지구 홍보부를 인용해 지난 4주 동안 이스라엘군이 통제하고 있는 인도적 지원 물품을 구하려다 최소 549명의 팔레스타인인이 사망했고, 미국 주도의 가자인도주의재단(GHF)의 구호품 배급 장소 또는 그 주변에서 4066명이 부상을 입었다고 보도했다. 광고 광고 가자 전쟁은 이스라엘이 가자지구 봉쇄정책을 지속하고 있던 가운데 2023년 10월7일 하마스가 이끄는 무장세력이 선전포고 없이 이스라엘을 공격해 1200명을 죽이고 250여명을 인질로 끌고 가면서 시작됐다. 윤연정 기자 yj2gaze@hani.co.kr"
